food_id,canonical_name,entity_type,state,country_region,cuisine,primary_source_id,primary_source_record_id,data_status
GF-ING-00245,Water Chestnut,ingredient,unspecified,India,,SRC-IFCT2017,F016,source_mapped
GF-ING-00246,"Yam, elephant",ingredient,unspecified,India,,SRC-IFCT2017,F017,source_mapped
GF-ING-00247,"Yam, ordinary",ingredient,unspecified,India,,SRC-IFCT2017,F018,source_mapped
GF-ING-00248,"Yam, wild",ingredient,unspecified,India,,SRC-IFCT2017,F019,source_mapped
GF-ING-00249,"Chillies, green-1",ingredient,unspecified,India,,SRC-IFCT2017,G001,source_mapped
GF-ING-00250,"Chillies, green-2",ingredient,unspecified,India,,SRC-IFCT2017,G002,source_mapped
GF-ING-00251,"Chillies, green-3",ingredient,unspecified,India,,SRC-IFCT2017,G003,source_mapped
GF-ING-00252,"Chillies, green-4",ingredient,unspecified,India,,SRC-IFCT2017,G004,source_mapped
GF-ING-00253,"Chillies, green-5",ingredient,unspecified,India,,SRC-IFCT2017,G005,source_mapped
GF-ING-00254,"Chillies, green-6",ingredient,unspecified,India,,SRC-IFCT2017,G006,source_mapped
GF-ING-00255,"Chillies, green-7",ingredient,unspecified,India,,SRC-IFCT2017,G007,source_mapped
GF-ING-00256,"Chillies, green - all varieties",ingredient,unspecified,India,,SRC-IFCT2017,G008,source_mapped
GF-ING-00257,Coriander leaves,ingredient,unspecified,India,,SRC-IFCT2017,G009,source_mapped
GF-ING-00258,Curry leaves,ingredient,unspecified,India,,SRC-IFCT2017,G010,source_mapped
GF-ING-00259,"Garlic, big cloves",ingredient,unspecified,India,,SRC-IFCT2017,G011,source_mapped
GF-ING-00260,"Garlic, small cloves",ingredient,unspecified,India,,SRC-IFCT2017,G012,source_mapped
GF-ING-00261,"Garlic, single clove, Kashmir",ingredient,unspecified,India,,SRC-IFCT2017,G013,source_mapped
GF-ING-00262,"Ginger, fresh",ingredient,fresh,India,,SRC-IFCT2017,G014,source_mapped
GF-ING-00263,Mango ginger,ingredient,unspecified,India,,SRC-IFCT2017,G015,source_mapped
GF-ING-00264,Mint leaves,ingredient,unspecified,India,,SRC-IFCT2017,G016,source_mapped
