food_id,canonical_name,entity_type,state,country_region,cuisine,primary_source_id,primary_source_record_id,data_status
GF-ING-00265,"Onion, big",ingredient,unspecified,India,,SRC-IFCT2017,G017,source_mapped
GF-ING-00266,"Onion, small",ingredient,unspecified,India,,SRC-IFCT2017,G018,source_mapped
GF-ING-00267,Asafoetida,ingredient,unspecified,India,,SRC-IFCT2017,G019,source_mapped
GF-ING-00268,"Cardamom, green",ingredient,unspecified,India,,SRC-IFCT2017,G020,source_mapped
GF-ING-00269,"Cardamom, black",ingredient,unspecified,India,,SRC-IFCT2017,G021,source_mapped
GF-ING-00270,"Chillies, red",ingredient,unspecified,India,,SRC-IFCT2017,G022,source_mapped
GF-ING-00271,Cloves,ingredient,unspecified,India,,SRC-IFCT2017,G023,source_mapped
GF-ING-00272,Coriander seeds,ingredient,unspecified,India,,SRC-IFCT2017,G024,source_mapped
GF-ING-00273,Cumin seeds,ingredient,unspecified,India,,SRC-IFCT2017,G025,source_mapped
GF-ING-00274,Fenugreek seeds,ingredient,unspecified,India,,SRC-IFCT2017,G026,source_mapped
GF-ING-00275,Mace,ingredient,unspecified,India,,SRC-IFCT2017,G027,source_mapped
GF-ING-00276,Nutmeg,ingredient,unspecified,India,,SRC-IFCT2017,G028,source_mapped
GF-ING-00277,Omum,ingredient,unspecified,India,,SRC-IFCT2017,G029,source_mapped
GF-ING-00278,Pippali,ingredient,unspecified,India,,SRC-IFCT2017,G030,source_mapped
GF-ING-00279,"Pepper, black",ingredient,unspecified,India,,SRC-IFCT2017,G031,source_mapped
GF-ING-00280,Poppy seeds,ingredient,unspecified,India,,SRC-IFCT2017,G032,source_mapped
GF-ING-00281,Turmeric powder,ingredient,powder,India,,SRC-IFCT2017,G033,source_mapped
GF-ING-00282,Almond,ingredient,unspecified,India,,SRC-IFCT2017,H001,source_mapped
GF-ING-00283,"Arecanut, dried, brown",ingredient,dried,India,,SRC-IFCT2017,H002,source_mapped
GF-ING-00284,"Arecanut, dried, red color",ingredient,dried,India,,SRC-IFCT2017,H003,source_mapped
GF-ING-00285,"Arecanut, fresh",ingredient,fresh,India,,SRC-IFCT2017,H004,source_mapped
GF-ING-00286,Cashew nut,ingredient,unspecified,India,,SRC-IFCT2017,H005,source_mapped
GF-ING-00287,"Coconut, kernel, dry",ingredient,unspecified,India,,SRC-IFCT2017,H006,source_mapped
GF-ING-00288,"Coconut, kernel, fresh",ingredient,fresh,India,,SRC-IFCT2017,H007,source_mapped
GF-ING-00289,"Garden cress, seeds",ingredient,unspecified,India,,SRC-IFCT2017,H008,source_mapped
GF-ING-00290,"Gingelly seeds, black",ingredient,unspecified,India,,SRC-IFCT2017,H009,source_mapped
GF-ING-00291,"Gingelly seeds, brown",ingredient,unspecified,India,,SRC-IFCT2017,H010,source_mapped
GF-ING-00292,"Gingelly seeds, white",ingredient,unspecified,India,,SRC-IFCT2017,H011,source_mapped
GF-ING-00293,Ground nut,ingredient,unspecified,India,,SRC-IFCT2017,H012,source_mapped
GF-ING-00294,Mustard seeds,ingredient,unspecified,India,,SRC-IFCT2017,H013,source_mapped
GF-ING-00295,Linseeds,ingredient,unspecified,India,,SRC-IFCT2017,H014,source_mapped
GF-ING-00296,"Niger seeds, black",ingredient,unspecified,India,,SRC-IFCT2017,H015,source_mapped
GF-ING-00297,"Niger seeds, grey",ingredient,unspecified,India,,SRC-IFCT2017,H016,source_mapped
GF-ING-00298,Pine seeds,ingredient,unspecified,India,,SRC-IFCT2017,H017,source_mapped
GF-ING-00299,Pistachio nuts,ingredient,unspecified,India,,SRC-IFCT2017,H018,source_mapped
GF-ING-00300,Safflower seeds,ingredient,unspecified,India,,SRC-IFCT2017,H019,source_mapped
GF-ING-00301,Sunflower seeds,ingredient,unspecified,India,,SRC-IFCT2017,H020,source_mapped
GF-ING-00302,Walnut,ingredient,unspecified,India,,SRC-IFCT2017,H021,source_mapped
GF-ING-00303,"Jaggery, cane",ingredient,unspecified,India,,SRC-IFCT2017,I001,source_mapped
GF-ING-00304,"Sugarcane, juice",ingredient,unspecified,India,,SRC-IFCT2017,I002,source_mapped
GF-ING-00305,"Button mushroom, fresh",ingredient,fresh,India,,SRC-IFCT2017,J001,source_mapped
GF-ING-00306,"Chicken mushroom, fresh",ingredient,fresh,India,,SRC-IFCT2017,J002,source_mapped
GF-ING-00307,"Shiitake mushroom, fresh",ingredient,fresh,India,,SRC-IFCT2017,J003,source_mapped
GF-ING-00308,"Oyster mushroom, dried",ingredient,dried,India,,SRC-IFCT2017,J004,source_mapped
GF-ING-00309,Toddy,ingredient,unspecified,India,,SRC-IFCT2017,K001,source_mapped
GF-ING-00310,Coconut water,ingredient,unspecified,India,,SRC-IFCT2017,K002,source_mapped
GF-ING-00311,"Milk, whole, Buffalo",ingredient,whole,India,,SRC-IFCT2017,L001,source_mapped
GF-ING-00312,"Milk, whole, Cow",ingredient,whole,India,,SRC-IFCT2017,L002,source_mapped
GF-ING-00313,Paneer,ingredient,unspecified,India,,SRC-IFCT2017,L003,source_mapped
GF-ING-00314,Khoa,ingredient,unspecified,India,,SRC-IFCT2017,L004,source_mapped
GF-ING-00315,"Egg, poultry, whole, raw",ingredient,raw,India,,SRC-IFCT2017,M001,source_mapped
GF-ING-00316,"Egg, poultry, white, raw",ingredient,raw,India,,SRC-IFCT2017,M002,source_mapped
GF-ING-00317,"Egg, poultry, yolk, raw",ingredient,raw,India,,SRC-IFCT2017,M003,source_mapped
GF-ING-00318,"Egg, poultry, whole, boiled",ingredient,boiled,India,,SRC-IFCT2017,M004,source_mapped
GF-ING-00319,"Egg, poultry, white, boiled",ingredient,boiled,India,,SRC-IFCT2017,M005,source_mapped
GF-ING-00320,"Egg, poultry, yolk, boiled",ingredient,boiled,India,,SRC-IFCT2017,M006,source_mapped
GF-ING-00321,"Egg, poultry, omlet",ingredient,unspecified,India,,SRC-IFCT2017,M007,source_mapped
GF-ING-00322,"Egg, country hen, whole, raw",ingredient,raw,India,,SRC-IFCT2017,M008,source_mapped
GF-ING-00323,"Egg, country hen, whole, boiled",ingredient,boiled,India,,SRC-IFCT2017,M009,source_mapped
GF-ING-00324,"Egg, country hen, omlet",ingredient,unspecified,India,,SRC-IFCT2017,M010,source_mapped
GF-ING-00325,"Egg, duck, whole, boiled",ingredient,boiled,India,,SRC-IFCT2017,M011,source_mapped
GF-ING-00326,"Egg, duck, whole, raw",ingredient,raw,India,,SRC-IFCT2017,M012,source_mapped
GF-ING-00327,"Egg, duck, whole, omlet",ingredient,whole,India,,SRC-IFCT2017,M013,source_mapped
GF-ING-00328,"Egg, quial, whole, raw",ingredient,raw,India,,SRC-IFCT2017,M014,source_mapped
GF-ING-00329,"Egg, quial, whole, boiled",ingredient,boiled,India,,SRC-IFCT2017,M015,source_mapped
GF-ING-00330,"Chicken, poultry, leg, skinless",ingredient,unspecified,India,,SRC-IFCT2017,N001,source_mapped
GF-ING-00331,"Chicken, poultry, thigh, skinless",ingredient,unspecified,India,,SRC-IFCT2017,N002,source_mapped
GF-ING-00332,"Chicken, poultry, breast, skinless",ingredient,unspecified,India,,SRC-IFCT2017,N003,source_mapped
GF-ING-00333,"Chicken, poultry, wing, skinless",ingredient,unspecified,India,,SRC-IFCT2017,N004,source_mapped
GF-ING-00334,"Poultry, chicken, liver",ingredient,unspecified,India,,SRC-IFCT2017,N005,source_mapped
GF-ING-00335,"Poultry, chicken, gizzard",ingredient,unspecified,India,,SRC-IFCT2017,N006,source_mapped
GF-ING-00336,"Country hen, leg, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N007,source_mapped
GF-ING-00337,"Country hen, thigh, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N008,source_mapped
GF-ING-00338,"Country hen, breast, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N009,source_mapped
GF-ING-00339,"Country hen, wing, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N010,source_mapped
GF-ING-00340,"Duck, meat, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N011,source_mapped
GF-ING-00341,"Emu, meat, skinless",ingredient,unspecified,India,,SRC-IFCT2017,N012,source_mapped
GF-ING-00342,"Guinea fowl, meat, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N013,source_mapped
GF-ING-00343,"Pigeon, meat, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N014,source_mapped
GF-ING-00344,"Quail, meat, skinless",ingredient,unspecified,India,,SRC-IFCT2017,N015,source_mapped
GF-ING-00345,"Turkey, leg, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N016,source_mapped
GF-ING-00346,"Turkey, thigh, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N017,source_mapped
GF-ING-00347,"Turkey, breast, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N018,source_mapped
GF-ING-00348,"Turkey, wing, with skin",ingredient,unspecified,India,,SRC-IFCT2017,N019,source_mapped
GF-ING-00349,"Goat, shoulder, meat",ingredient,unspecified,India,,SRC-IFCT2017,O001,source_mapped
GF-ING-00350,"Goat, chops",ingredient,unspecified,India,,SRC-IFCT2017,O002,source_mapped
GF-ING-00351,"Goat, legs",ingredient,unspecified,India,,SRC-IFCT2017,O003,source_mapped
GF-ING-00352,"Goat, brain",ingredient,unspecified,India,,SRC-IFCT2017,O004,source_mapped
GF-ING-00353,"Goat, tongue",ingredient,unspecified,India,,SRC-IFCT2017,O005,source_mapped
GF-ING-00354,"Goat, lungs",ingredient,unspecified,India,,SRC-IFCT2017,O006,source_mapped
GF-ING-00355,"Goat, heart",ingredient,unspecified,India,,SRC-IFCT2017,O007,source_mapped
GF-ING-00356,"Goat, liver",ingredient,unspecified,India,,SRC-IFCT2017,O008,source_mapped
GF-ING-00357,"Goat, tripe",ingredient,unspecified,India,,SRC-IFCT2017,O009,source_mapped
GF-ING-00358,"Goat, spleen",ingredient,unspecified,India,,SRC-IFCT2017,O010,source_mapped
GF-ING-00359,"Goat, kidneys",ingredient,unspecified,India,,SRC-IFCT2017,O011,source_mapped
GF-ING-00360,"Goat, tube (small intestine)",ingredient,unspecified,India,,SRC-IFCT2017,O012,source_mapped
GF-ING-00361,"Goat, testis",ingredient,unspecified,India,,SRC-IFCT2017,O013,source_mapped
GF-ING-00362,"Sheep, shoulder",ingredient,unspecified,India,,SRC-IFCT2017,O014,source_mapped
GF-ING-00363,"Sheep, chops",ingredient,unspecified,India,,SRC-IFCT2017,O015,source_mapped
GF-ING-00364,"Sheep, leg",ingredient,unspecified,India,,SRC-IFCT2017,O016,source_mapped
GF-ING-00365,"Sheep, brain",ingredient,unspecified,India,,SRC-IFCT2017,O017,source_mapped
GF-ING-00366,"Sheep, tongue",ingredient,unspecified,India,,SRC-IFCT2017,O018,source_mapped
GF-ING-00367,"Sheep, lungs",ingredient,unspecified,India,,SRC-IFCT2017,O019,source_mapped
GF-ING-00368,"Sheep, heart",ingredient,unspecified,India,,SRC-IFCT2017,O020,source_mapped
GF-ING-00369,"Sheep, liver",ingredient,unspecified,India,,SRC-IFCT2017,O021,source_mapped
GF-ING-00370,"Sheep, tripe",ingredient,unspecified,India,,SRC-IFCT2017,O022,source_mapped
GF-ING-00371,"Sheep, spleen",ingredient,unspecified,India,,SRC-IFCT2017,O023,source_mapped
GF-ING-00372,"Sheep, kidneys",ingredient,unspecified,India,,SRC-IFCT2017,O024,source_mapped
GF-ING-00373,"Beef, shoulder",ingredient,unspecified,India,,SRC-IFCT2017,O025,source_mapped
GF-ING-00374,"Beef, chops",ingredient,unspecified,India,,SRC-IFCT2017,O026,source_mapped
GF-ING-00375,"Beef, round (leg)",ingredient,unspecified,India,,SRC-IFCT2017,O027,source_mapped
GF-ING-00376,"Beef, brain",ingredient,unspecified,India,,SRC-IFCT2017,O028,source_mapped
GF-ING-00377,"Beef, tongue",ingredient,unspecified,India,,SRC-IFCT2017,O029,source_mapped
GF-ING-00378,"Beef, lungs",ingredient,unspecified,India,,SRC-IFCT2017,O030,source_mapped
GF-ING-00379,"Beef, heart",ingredient,unspecified,India,,SRC-IFCT2017,O031,source_mapped
GF-ING-00380,"Beef, liver",ingredient,unspecified,India,,SRC-IFCT2017,O032,source_mapped
GF-ING-00381,"Beef, tripe",ingredient,unspecified,India,,SRC-IFCT2017,O033,source_mapped
GF-ING-00382,"Beef, spleen",ingredient,unspecified,India,,SRC-IFCT2017,O034,source_mapped
GF-ING-00383,"Beef, kidneys",ingredient,unspecified,India,,SRC-IFCT2017,O035,source_mapped
GF-ING-00384,"Calf, shoulder",ingredient,unspecified,India,,SRC-IFCT2017,O036,source_mapped
GF-ING-00385,"Calf, chops",ingredient,unspecified,India,,SRC-IFCT2017,O037,source_mapped
GF-ING-00386,"Calf, round (leg)",ingredient,unspecified,India,,SRC-IFCT2017,O038,source_mapped
GF-ING-00387,"Calf, brain",ingredient,unspecified,India,,SRC-IFCT2017,O039,source_mapped
GF-ING-00388,"Calf, tongue",ingredient,unspecified,India,,SRC-IFCT2017,O040,source_mapped
GF-ING-00389,"Calf, heart",ingredient,unspecified,India,,SRC-IFCT2017,O041,source_mapped
GF-ING-00390,"Calf, liver",ingredient,unspecified,India,,SRC-IFCT2017,O042,source_mapped
GF-ING-00391,"Calf, spleen",ingredient,unspecified,India,,SRC-IFCT2017,O043,source_mapped
GF-ING-00392,"Calf, kidneys",ingredient,unspecified,India,,SRC-IFCT2017,O044,source_mapped
GF-ING-00393,"Mithun, shoulder",ingredient,unspecified,India,,SRC-IFCT2017,O045,source_mapped
GF-ING-00394,"Mithun, chops",ingredient,unspecified,India,,SRC-IFCT2017,O046,source_mapped
GF-ING-00395,"Mithun, round (leg)",ingredient,unspecified,India,,SRC-IFCT2017,O047,source_mapped
GF-ING-00396,"Pork, shoulder",ingredient,unspecified,India,,SRC-IFCT2017,O048,source_mapped
GF-ING-00397,"Pork, chops",ingredient,unspecified,India,,SRC-IFCT2017,O049,source_mapped
GF-ING-00398,"Pork, ham",ingredient,unspecified,India,,SRC-IFCT2017,O050,source_mapped
GF-ING-00399,"Pork, lungs",ingredient,unspecified,India,,SRC-IFCT2017,O051,source_mapped
GF-ING-00400,"Pork, heart",ingredient,unspecified,India,,SRC-IFCT2017,O052,source_mapped
GF-ING-00401,"Pork, liver",ingredient,unspecified,India,,SRC-IFCT2017,O053,source_mapped
GF-ING-00402,"Pork, stomach",ingredient,unspecified,India,,SRC-IFCT2017,O054,source_mapped
GF-ING-00403,"Pork, spleen",ingredient,unspecified,India,,SRC-IFCT2017,O055,source_mapped
GF-ING-00404,"Pork, kidneys",ingredient,unspecified,India,,SRC-IFCT2017,O056,source_mapped
GF-ING-00405,"Pork, tube (small intestine)",ingredient,unspecified,India,,SRC-IFCT2017,O057,source_mapped
GF-ING-00406,"Hare, shoulder",ingredient,unspecified,India,,SRC-IFCT2017,O058,source_mapped
GF-ING-00407,"Hare, chops",ingredient,unspecified,India,,SRC-IFCT2017,O059,source_mapped
GF-ING-00408,"Hare, leg",ingredient,unspecified,India,,SRC-IFCT2017,O060,source_mapped
GF-ING-00409,"Rabbit, shoulder",ingredient,unspecified,India,,SRC-IFCT2017,O061,source_mapped
GF-ING-00410,"Rabbit, chops",ingredient,unspecified,India,,SRC-IFCT2017,O062,source_mapped
GF-ING-00411,"Rabbit, leg",ingredient,unspecified,India,,SRC-IFCT2017,O063,source_mapped
GF-ING-00412,Allathi,ingredient,unspecified,India,,SRC-IFCT2017,P001,source_mapped
GF-ING-00413,Aluva,ingredient,unspecified,India,,SRC-IFCT2017,P002,source_mapped
GF-ING-00414,Anchovy,ingredient,unspecified,India,,SRC-IFCT2017,P003,source_mapped
GF-ING-00415,Ari fish,ingredient,unspecified,India,,SRC-IFCT2017,P004,source_mapped
GF-ING-00416,Betki,ingredient,unspecified,India,,SRC-IFCT2017,P005,source_mapped
GF-ING-00417,Black snapper,ingredient,unspecified,India,,SRC-IFCT2017,P006,source_mapped
GF-ING-00418,Bombay duck,ingredient,unspecified,India,,SRC-IFCT2017,P007,source_mapped
GF-ING-00419,Bommuralu,ingredient,unspecified,India,,SRC-IFCT2017,P008,source_mapped
GF-ING-00420,Cat fish,ingredient,unspecified,India,,SRC-IFCT2017,P009,source_mapped
GF-ING-00421,Chakla,ingredient,unspecified,India,,SRC-IFCT2017,P010,source_mapped
GF-ING-00422,Chappal,ingredient,unspecified,India,,SRC-IFCT2017,P011,source_mapped
GF-ING-00423,Chelu,ingredient,unspecified,India,,SRC-IFCT2017,P012,source_mapped
GF-ING-00424,Chembali,ingredient,unspecified,India,,SRC-IFCT2017,P013,source_mapped
GF-ING-00425,Eri meen,ingredient,unspecified,India,,SRC-IFCT2017,P014,source_mapped
GF-ING-00426,Gobro,ingredient,unspecified,India,,SRC-IFCT2017,P015,source_mapped
GF-ING-00427,Guitar fish,ingredient,unspecified,India,,SRC-IFCT2017,P016,source_mapped
GF-ING-00428,Hilsa,ingredient,unspecified,India,,SRC-IFCT2017,P017,source_mapped
GF-ING-00429,Jallal,ingredient,unspecified,India,,SRC-IFCT2017,P018,source_mapped
GF-ING-00430,Jathi vela meen,ingredient,unspecified,India,,SRC-IFCT2017,P019,source_mapped
GF-ING-00431,Kadal bral,ingredient,unspecified,India,,SRC-IFCT2017,P020,source_mapped
GF-ING-00432,Kadali,ingredient,unspecified,India,,SRC-IFCT2017,P021,source_mapped
GF-ING-00433,Kalamaara,ingredient,unspecified,India,,SRC-IFCT2017,P022,source_mapped
GF-ING-00434,Kalava,ingredient,unspecified,India,,SRC-IFCT2017,P023,source_mapped
GF-ING-00435,Kanamayya,ingredient,unspecified,India,,SRC-IFCT2017,P024,source_mapped
GF-ING-00436,Kannadi paarai,ingredient,unspecified,India,,SRC-IFCT2017,P025,source_mapped
GF-ING-00437,Karimeen,ingredient,unspecified,India,,SRC-IFCT2017,P026,source_mapped
GF-ING-00438,Karnagawala,ingredient,unspecified,India,,SRC-IFCT2017,P027,source_mapped
GF-ING-00439,Kayrai,ingredient,unspecified,India,,SRC-IFCT2017,P028,source_mapped
GF-ING-00440,Kiriyan,ingredient,unspecified,India,,SRC-IFCT2017,P029,source_mapped
GF-ING-00441,Kite fish,ingredient,unspecified,India,,SRC-IFCT2017,P030,source_mapped
GF-ING-00442,Korka,ingredient,unspecified,India,,SRC-IFCT2017,P031,source_mapped
GF-ING-00443,Kulam paarai,ingredient,unspecified,India,,SRC-IFCT2017,P032,source_mapped
GF-ING-00444,Maagaa,ingredient,unspecified,India,,SRC-IFCT2017,P033,source_mapped
GF-ING-00445,Mackerel,ingredient,unspecified,India,,SRC-IFCT2017,P034,source_mapped
GF-ING-00446,Manda clathi,ingredient,unspecified,India,,SRC-IFCT2017,P035,source_mapped
GF-ING-00447,Matha,ingredient,unspecified,India,,SRC-IFCT2017,P036,source_mapped
GF-ING-00448,Milk fish,ingredient,unspecified,India,,SRC-IFCT2017,P037,source_mapped
GF-ING-00449,Moon fish,ingredient,unspecified,India,,SRC-IFCT2017,P038,source_mapped
GF-ING-00450,Mullet,ingredient,unspecified,India,,SRC-IFCT2017,P039,source_mapped
GF-ING-00451,Mural,ingredient,unspecified,India,,SRC-IFCT2017,P040,source_mapped
GF-ING-00452,Myil meen,ingredient,unspecified,India,,SRC-IFCT2017,P041,source_mapped
GF-ING-00453,Nalla bontha,ingredient,unspecified,India,,SRC-IFCT2017,P042,source_mapped
GF-ING-00454,Narba,ingredient,unspecified,India,,SRC-IFCT2017,P043,source_mapped
GF-ING-00455,Paarai,ingredient,unspecified,India,,SRC-IFCT2017,P044,source_mapped
GF-ING-00456,Padayappa,ingredient,unspecified,India,,SRC-IFCT2017,P045,source_mapped
GF-ING-00457,Pali kora,ingredient,unspecified,India,,SRC-IFCT2017,P046,source_mapped
GF-ING-00458,Pambada,ingredient,unspecified,India,,SRC-IFCT2017,P047,source_mapped
GF-ING-00459,Pandukopa,ingredient,unspecified,India,,SRC-IFCT2017,P048,source_mapped
GF-ING-00460,Parava,ingredient,unspecified,India,,SRC-IFCT2017,P049,source_mapped
GF-ING-00461,Parcus,ingredient,unspecified,India,,SRC-IFCT2017,P050,source_mapped
GF-ING-00462,Parrot fish,ingredient,unspecified,India,,SRC-IFCT2017,P051,source_mapped
GF-ING-00463,Perinkilichai,ingredient,unspecified,India,,SRC-IFCT2017,P052,source_mapped
GF-ING-00464,Phopat,ingredient,unspecified,India,,SRC-IFCT2017,P053,source_mapped
GF-ING-00465,Piranha,ingredient,unspecified,India,,SRC-IFCT2017,P054,source_mapped
GF-ING-00466,"Pomfret, black",ingredient,unspecified,India,,SRC-IFCT2017,P055,source_mapped
GF-ING-00467,"Pomfret, snub nose",ingredient,unspecified,India,,SRC-IFCT2017,P056,source_mapped
GF-ING-00468,"Pomfret, white",ingredient,unspecified,India,,SRC-IFCT2017,P057,source_mapped
GF-ING-00469,Pranel,ingredient,unspecified,India,,SRC-IFCT2017,P058,source_mapped
GF-ING-00470,Pulli paarai,ingredient,unspecified,India,,SRC-IFCT2017,P059,source_mapped
GF-ING-00471,Queen fish,ingredient,unspecified,India,,SRC-IFCT2017,P060,source_mapped
GF-ING-00472,Raai fish,ingredient,unspecified,India,,SRC-IFCT2017,P061,source_mapped
GF-ING-00473,Raai vanthu,ingredient,unspecified,India,,SRC-IFCT2017,P062,source_mapped
GF-ING-00474,Rani,ingredient,unspecified,India,,SRC-IFCT2017,P063,source_mapped
GF-ING-00475,"Ray fish, bow head, spotted",ingredient,unspecified,India,,SRC-IFCT2017,P064,source_mapped
GF-ING-00476,Red snapper,ingredient,unspecified,India,,SRC-IFCT2017,P065,source_mapped
GF-ING-00477,"Red snapper, small",ingredient,unspecified,India,,SRC-IFCT2017,P066,source_mapped
GF-ING-00478,Sadaya,ingredient,unspecified,India,,SRC-IFCT2017,P067,source_mapped
GF-ING-00479,Salmon,ingredient,unspecified,India,,SRC-IFCT2017,P068,source_mapped
GF-ING-00480,Sangada,ingredient,unspecified,India,,SRC-IFCT2017,P069,source_mapped
GF-ING-00481,Sankata parai,ingredient,unspecified,India,,SRC-IFCT2017,P070,source_mapped
GF-ING-00482,Sardine,ingredient,unspecified,India,,SRC-IFCT2017,P071,source_mapped
GF-ING-00483,Shark,ingredient,unspecified,India,,SRC-IFCT2017,P072,source_mapped
GF-ING-00484,"Shark, hammer head",ingredient,unspecified,India,,SRC-IFCT2017,P073,source_mapped
GF-ING-00485,"Shark, spotted",ingredient,unspecified,India,,SRC-IFCT2017,P074,source_mapped
GF-ING-00486,Shelavu,ingredient,unspecified,India,,SRC-IFCT2017,P075,source_mapped
GF-ING-00487,Silan,ingredient,unspecified,India,,SRC-IFCT2017,P076,source_mapped
GF-ING-00488,Silk fish,ingredient,unspecified,India,,SRC-IFCT2017,P077,source_mapped
GF-ING-00489,Silver carp,ingredient,unspecified,India,,SRC-IFCT2017,P078,source_mapped
GF-ING-00490,Sole fish,ingredient,unspecified,India,,SRC-IFCT2017,P079,source_mapped
GF-ING-00491,Stingray,ingredient,unspecified,India,,SRC-IFCT2017,P080,source_mapped
GF-ING-00492,Tarlava,ingredient,unspecified,India,,SRC-IFCT2017,P081,source_mapped
GF-ING-00493,Tholam,ingredient,unspecified,India,,SRC-IFCT2017,P082,source_mapped
GF-ING-00494,Tilapia,ingredient,unspecified,India,,SRC-IFCT2017,P083,source_mapped
GF-ING-00495,Tuna,ingredient,unspecified,India,,SRC-IFCT2017,P084,source_mapped
GF-ING-00496,"Tuna, striped",ingredient,unspecified,India,,SRC-IFCT2017,P085,source_mapped
GF-ING-00497,Valava,ingredient,unspecified,India,,SRC-IFCT2017,P086,source_mapped
GF-ING-00498,Vanjaram,ingredient,unspecified,India,,SRC-IFCT2017,P087,source_mapped
GF-ING-00499,Vela meen,ingredient,unspecified,India,,SRC-IFCT2017,P088,source_mapped
GF-ING-00500,Vora,ingredient,unspecified,India,,SRC-IFCT2017,P089,source_mapped
GF-ING-00501,Whale shark,ingredient,unspecified,India,,SRC-IFCT2017,P090,source_mapped
GF-ING-00502,Xiphinis,ingredient,unspecified,India,,SRC-IFCT2017,P091,source_mapped
GF-ING-00503,"Eggs, cat fish",ingredient,unspecified,India,,SRC-IFCT2017,P092,source_mapped
GF-ING-00504,Crab,ingredient,unspecified,India,,SRC-IFCT2017,Q001,source_mapped
GF-ING-00505,"Crab, sea",ingredient,unspecified,India,,SRC-IFCT2017,Q002,source_mapped
GF-ING-00506,"Lobster, brown",ingredient,unspecified,India,,SRC-IFCT2017,Q003,source_mapped
GF-ING-00507,"Lobster, king size",ingredient,unspecified,India,,SRC-IFCT2017,Q004,source_mapped
GF-ING-00508,Mud crab,ingredient,unspecified,India,,SRC-IFCT2017,Q005,source_mapped
GF-ING-00509,Oyster,ingredient,unspecified,India,,SRC-IFCT2017,Q006,source_mapped
GF-ING-00510,"Tiger prawns, brown",ingredient,raw,India,,SRC-IFCT2017,Q007,source_mapped
GF-ING-00511,"Tiger Prawns, orange",ingredient,raw,India,,SRC-IFCT2017,Q008,source_mapped
GF-ING-00512,"Clam, green shell",ingredient,unspecified,India,,SRC-IFCT2017,R001,source_mapped
GF-ING-00513,"Clam, white shell, ribbed",ingredient,unspecified,India,,SRC-IFCT2017,R002,source_mapped
GF-ING-00514,Octopus,ingredient,unspecified,India,,SRC-IFCT2017,R003,source_mapped
GF-ING-00515,"Squid, black",ingredient,unspecified,India,,SRC-IFCT2017,R004,source_mapped
GF-ING-00516,"Squid, hard shell",ingredient,unspecified,India,,SRC-IFCT2017,R005,source_mapped
GF-ING-00517,"Squid, red",ingredient,unspecified,India,,SRC-IFCT2017,R006,source_mapped
GF-ING-00518,"Squid, white, small",ingredient,unspecified,India,,SRC-IFCT2017,R007,source_mapped
GF-ING-00519,Catla,ingredient,unspecified,India,,SRC-IFCT2017,S002,source_mapped
GF-ING-00520,Fresh water Eel,ingredient,fresh,India,,SRC-IFCT2017,S003,source_mapped
GF-ING-00521,Gold fish,ingredient,unspecified,India,,SRC-IFCT2017,S004,source_mapped
GF-ING-00522,Pangas,ingredient,unspecified,India,,SRC-IFCT2017,S005,source_mapped
GF-ING-00523,Rohu,ingredient,unspecified,India,,SRC-IFCT2017,S006,source_mapped
GF-ING-00524,"Prawns, big",ingredient,raw,India,,SRC-IFCT2017,S008,source_mapped
GF-ING-00525,"Prawns, small",ingredient,raw,India,,SRC-IFCT2017,S009,source_mapped
GF-ING-00526,Tiger prawns,ingredient,raw,India,,SRC-IFCT2017,S010,source_mapped
GF-ING-00527,Coconut oil,ingredient,unspecified,India,,SRC-IFCT2017,T001,source_mapped
GF-ING-00528,Corn oil,ingredient,unspecified,India,,SRC-IFCT2017,T002,source_mapped
GF-ING-00529,Cotton seed oil,ingredient,unspecified,India,,SRC-IFCT2017,T003,source_mapped
GF-ING-00530,Gingelly oil,ingredient,unspecified,India,,SRC-IFCT2017,T004,source_mapped
GF-ING-00531,Groundnut oil,ingredient,unspecified,India,,SRC-IFCT2017,T005,source_mapped
GF-ING-00532,Mustard oil,ingredient,unspecified,India,,SRC-IFCT2017,T006,source_mapped
GF-ING-00533,Palm oil,ingredient,unspecified,India,,SRC-IFCT2017,T007,source_mapped
GF-ING-00534,Rice bran oil,ingredient,unspecified,India,,SRC-IFCT2017,T008,source_mapped
GF-ING-00535,Safflower oil,ingredient,unspecified,India,,SRC-IFCT2017,T009,source_mapped
GF-ING-00536,Safflower oil (blended),ingredient,unspecified,India,,SRC-IFCT2017,T010,source_mapped
GF-ING-00537,Soyabean oil,ingredient,unspecified,India,,SRC-IFCT2017,T011,source_mapped
GF-ING-00538,Sunflower oil,ingredient,unspecified,India,,SRC-IFCT2017,T012,source_mapped
GF-ING-00539,Ghee,ingredient,unspecified,India,,SRC-IFCT2017,T013,source_mapped
GF-ING-00540,Vanaspati,ingredient,unspecified,India,,SRC-IFCT2017,T014,source_mapped
