food_id,recipe_code,recipe_name,recipe_source_type,source_id,source_record_id
GF-REC-00591,BFP177,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),bfp_manual,SRC-INDB,BFP177
GF-REC-00592,BFP178,Green gram whole with baghar (Sabut moong dal with tadka),bfp_manual,SRC-INDB,BFP178
GF-REC-00593,BFP179,Urad sabut special,bfp_manual,SRC-INDB,BFP179
GF-REC-00594,BFP185,Kabuli channa curry,bfp_manual,SRC-INDB,BFP185
GF-REC-00595,BFP187,Besan gatte curry,bfp_manual,SRC-INDB,BFP187
GF-REC-00596,BFP190,Dry masala chops,bfp_manual,SRC-INDB,BFP190
GF-REC-00597,BFP194,Mutton korma,bfp_manual,SRC-INDB,BFP194
GF-REC-00598,BFP196,Shahi keema kofta curry,bfp_manual,SRC-INDB,BFP196
GF-REC-00599,BFP197,Minced meat ball curry,bfp_manual,SRC-INDB,BFP197
GF-REC-00600,BFP198,Boti kebab,bfp_manual,SRC-INDB,BFP198
GF-REC-00601,BFP199,Mutton seekh kebab,bfp_manual,SRC-INDB,BFP199
GF-REC-00602,BFP201,Indian lamb and egg curry (Nargisi kofta),bfp_manual,SRC-INDB,BFP201
GF-REC-00603,BFP203,Soya chunks sweet and sour (Nutrinugget sweet and sour),bfp_manual,SRC-INDB,BFP203
GF-REC-00604,BFP204,Soya chunks korma (Nutrinugget korma),bfp_manual,SRC-INDB,BFP204
GF-REC-00605,BFP205,Mushroom matar,bfp_manual,SRC-INDB,BFP205
GF-REC-00606,BFP206,Soya chunks and peas (Nutrinugget matar),bfp_manual,SRC-INDB,BFP206
GF-REC-00607,BFP207,Vegetable yakhni,bfp_manual,SRC-INDB,BFP207
GF-REC-00608,BFP208,Spinach mushroom (Palak mushroom),bfp_manual,SRC-INDB,BFP208
GF-REC-00609,BFP210,Vegetarian nargisi kofta curry,bfp_manual,SRC-INDB,BFP210
GF-REC-00610,BFP212,Roast chicken,bfp_manual,SRC-INDB,BFP212
GF-REC-00611,BFP214,Shahi chicken masala,bfp_manual,SRC-INDB,BFP214
GF-REC-00612,BFP216,Tomato chicken,bfp_manual,SRC-INDB,BFP216
GF-REC-00613,BFP217,Creamy chicken,bfp_manual,SRC-INDB,BFP217
GF-REC-00614,BFP218,Broccoli chicken ala king,bfp_manual,SRC-INDB,BFP218
GF-REC-00615,BFP220,Ginger chicken,bfp_manual,SRC-INDB,BFP220
GF-REC-00616,BFP221,Chicken sweet and sour,bfp_manual,SRC-INDB,BFP221
GF-REC-00617,BFP222,Chicken korma,bfp_manual,SRC-INDB,BFP222
GF-REC-00618,BFP223,Bengal fish curry (Bengali machli curry),bfp_manual,SRC-INDB,BFP223
GF-REC-00619,BFP226,Fish finger,bfp_manual,SRC-INDB,BFP226
GF-REC-00620,BFP229,Fish in coconut milk (Nariyal ke doodh ke saath machli),bfp_manual,SRC-INDB,BFP229
GF-REC-00621,BFP230,Prawn curry (with coconut) (Jhinga curry),bfp_manual,SRC-INDB,BFP230
GF-REC-00622,BFP231,Baked stuffed fish,bfp_manual,SRC-INDB,BFP231
GF-REC-00623,BFP232,Fish pie,bfp_manual,SRC-INDB,BFP232
GF-REC-00624,BFP233,Crispy baked fish,bfp_manual,SRC-INDB,BFP233
GF-REC-00625,BFP234,Fish souffle,bfp_manual,SRC-INDB,BFP234
GF-REC-00626,BFP239,Potato curry (Aloo ki sabzi),bfp_manual,SRC-INDB,BFP239
GF-REC-00627,BFP240,Egg curry (Anda curry),bfp_manual,SRC-INDB,BFP240
GF-REC-00628,BFP241,Vegetable curry with coconut ,bfp_manual,SRC-INDB,BFP241
GF-REC-00629,BFP242,Curd with potatoes (Dahi aloo),bfp_manual,SRC-INDB,BFP242
GF-REC-00630,BFP246,Potato kofta curry (Aloo kofta curry),bfp_manual,SRC-INDB,BFP246
GF-REC-00631,BFP249,Yam kofta curry (Zimikand/Suran kofta curry),bfp_manual,SRC-INDB,BFP249
GF-REC-00632,BFP250,Jackfruit kofta curry (Kathal ka kofta curry),bfp_manual,SRC-INDB,BFP250
GF-REC-00633,BFP257,Spinach and potato (Palak aloo),bfp_manual,SRC-INDB,BFP257
GF-REC-00634,BFP258,Mooli bhujia,bfp_manual,SRC-INDB,BFP258
GF-REC-00635,BFP259,Bathua bhujia,bfp_manual,SRC-INDB,BFP259
GF-REC-00636,BFP261,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),bfp_manual,SRC-INDB,BFP261
GF-REC-00637,BFP262,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),bfp_manual,SRC-INDB,BFP262
GF-REC-00638,BFP263,Dry arbi (Sookhi arbi),bfp_manual,SRC-INDB,BFP263
GF-REC-00639,BFP264,Masala arbi,bfp_manual,SRC-INDB,BFP264
GF-REC-00640,BFP266,Peas brinjal bhartha (Matar baingan bhartha),bfp_manual,SRC-INDB,BFP266
GF-REC-00641,BFP269,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),bfp_manual,SRC-INDB,BFP269
GF-REC-00642,BFP270,Crispy okra/Crispy lady's fingers (Karare bhindi),bfp_manual,SRC-INDB,BFP270
GF-REC-00643,BFP272,Beans foogath,bfp_manual,SRC-INDB,BFP272
GF-REC-00644,BFP273,Stuffed bittergourd (wet) (Bharwa karele),bfp_manual,SRC-INDB,BFP273
GF-REC-00645,BFP274,Jackfruit/Kathal (dry),bfp_manual,SRC-INDB,BFP274
GF-REC-00646,BFP275,Yam fried (Zimikand/Suran fried),bfp_manual,SRC-INDB,BFP275
GF-REC-00647,BFP276,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",bfp_manual,SRC-INDB,BFP276
GF-REC-00648,BFP277,Vegetable jalfrezi,bfp_manual,SRC-INDB,BFP277
GF-REC-00649,BFP278,Vegetables stir fry ,bfp_manual,SRC-INDB,BFP278
GF-REC-00650,BFP279,Broccoli delight,bfp_manual,SRC-INDB,BFP279
GF-REC-00651,BFP280,Dhansak (vegetarian),bfp_manual,SRC-INDB,BFP280
GF-REC-00652,BFP282,Cauliflower basket,bfp_manual,SRC-INDB,BFP282
GF-REC-00653,BFP284,Stuffed bottle gourd (Stuffed ghiya/lauki),bfp_manual,SRC-INDB,BFP284
GF-REC-00654,BFP286,Ducheese potato,bfp_manual,SRC-INDB,BFP286
GF-REC-00655,BFP287,Roast potatoes ,bfp_manual,SRC-INDB,BFP287
GF-REC-00656,BFP288,Stuffed baked potatoes ,bfp_manual,SRC-INDB,BFP288
GF-REC-00657,BFP289,Potato nests,bfp_manual,SRC-INDB,BFP289
GF-REC-00658,BFP290,Parsley potato,bfp_manual,SRC-INDB,BFP290
GF-REC-00659,BFP291,Creamed spinach and mushroom,bfp_manual,SRC-INDB,BFP291
GF-REC-00660,BFP292,Fricassee of Mushroom,bfp_manual,SRC-INDB,BFP292
GF-REC-00661,BFP293,Cauliflower au gratin,bfp_manual,SRC-INDB,BFP293
GF-REC-00662,BFP294,Vegetable and cheese pie,bfp_manual,SRC-INDB,BFP294
GF-REC-00663,BFP296,Spinach souffle ,bfp_manual,SRC-INDB,BFP296
GF-REC-00664,BFP299,Beetroot and egg salad (Chukandar aur ande ka salad),bfp_manual,SRC-INDB,BFP299
GF-REC-00665,BFP300,Sour cream potato salad,bfp_manual,SRC-INDB,BFP300
GF-REC-00666,BFP301,Tossed green salad,bfp_manual,SRC-INDB,BFP301
GF-REC-00667,BFP302,Spring basket salad,bfp_manual,SRC-INDB,BFP302
GF-REC-00668,BFP303,Cucumber and yogurt salad (Kheere aur dahi ka salad),bfp_manual,SRC-INDB,BFP303
GF-REC-00669,BFP305,Chicken and tomato towers,bfp_manual,SRC-INDB,BFP305
GF-REC-00670,BFP306,Jellied sunshine fruit salad,bfp_manual,SRC-INDB,BFP306
GF-REC-00671,BFP307,Tomato aspic,bfp_manual,SRC-INDB,BFP307
GF-REC-00672,BFP308,Frozen frosty fruit salad (Phalon ka salaad),bfp_manual,SRC-INDB,BFP308
GF-REC-00673,BFP310,French dressing,bfp_manual,SRC-INDB,BFP310
GF-REC-00674,BFP312,Mayonnaise without eggs,bfp_manual,SRC-INDB,BFP312
GF-REC-00675,BFP313,Curd dressing ,bfp_manual,SRC-INDB,BFP313
GF-REC-00676,BFP316,Carrot raita (Gajar ka raita),bfp_manual,SRC-INDB,BFP316
GF-REC-00677,BFP318,Pumpkin raita (Kaddu ka raita),bfp_manual,SRC-INDB,BFP318
GF-REC-00678,BFP320,Mint and peanut raita (Pudinay aur moongfali ka raita),bfp_manual,SRC-INDB,BFP320
GF-REC-00679,BFP321,Spinach raita (Palak ka raita),bfp_manual,SRC-INDB,BFP321
GF-REC-00680,BFP322,Bathua raita,bfp_manual,SRC-INDB,BFP322
GF-REC-00681,BFP325,Pineapple raita (Ananas ka raita),bfp_manual,SRC-INDB,BFP325
GF-REC-00682,BFP326,Banana raita (Kele ka raita),bfp_manual,SRC-INDB,BFP326
GF-REC-00683,BFP327,Mango raita (Aam ka raita),bfp_manual,SRC-INDB,BFP327
GF-REC-00684,BFP328,Guava raita (Amarood ka raita),bfp_manual,SRC-INDB,BFP328
GF-REC-00685,BFP329,Grapes raita (Angoor ka raita),bfp_manual,SRC-INDB,BFP329
GF-REC-00686,BFP334,Bottle gourd kheer (Ghiya/Lauki kheer),bfp_manual,SRC-INDB,BFP334
GF-REC-00687,BFP336,Pumpkin kheer (Kaddu ki kheer),bfp_manual,SRC-INDB,BFP336
GF-REC-00688,BFP338,Apple kheer (Seb ki kheer),bfp_manual,SRC-INDB,BFP338
GF-REC-00689,BFP345,Caramel custard (baked),bfp_manual,SRC-INDB,BFP345
GF-REC-00690,BFP346,Vanilla ice cream without egg,bfp_manual,SRC-INDB,BFP346
GF-REC-00691,BFP347,Vanilla ice cream with egg,bfp_manual,SRC-INDB,BFP347
GF-REC-00692,BFP348,Strawberry ice cream,bfp_manual,SRC-INDB,BFP348
GF-REC-00693,BFP350,Chocochip ice cream,bfp_manual,SRC-INDB,BFP350
GF-REC-00694,BFP351,Choconut ice cream,bfp_manual,SRC-INDB,BFP351
GF-REC-00695,BFP352,Pear chocholate sunday,bfp_manual,SRC-INDB,BFP352
GF-REC-00696,BFP353,Chocolate sauce,bfp_manual,SRC-INDB,BFP353
GF-REC-00697,BFP354,Coffee ice cream,bfp_manual,SRC-INDB,BFP354
GF-REC-00698,BFP355,Coffee pear alaska,bfp_manual,SRC-INDB,BFP355
GF-REC-00699,BFP356,Crunchy butterscotch,bfp_manual,SRC-INDB,BFP356
GF-REC-00700,BFP358,Peach melba ice cream,bfp_manual,SRC-INDB,BFP358
GF-REC-00701,BFP359,Vanilla ice cream with apples in hot cherry sauce,bfp_manual,SRC-INDB,BFP359
GF-REC-00702,BFP360,Hot cherry sauce,bfp_manual,SRC-INDB,BFP360
GF-REC-00703,BFP361,Grape and orange whip,bfp_manual,SRC-INDB,BFP361
GF-REC-00704,BFP362,Honey banana cream,bfp_manual,SRC-INDB,BFP362
GF-REC-00705,BFP363,Raspberry bavarian cream,bfp_manual,SRC-INDB,BFP363
GF-REC-00706,BFP364,Fruit delight,bfp_manual,SRC-INDB,BFP364
GF-REC-00707,BFP365,Creamy chocolate mousse,bfp_manual,SRC-INDB,BFP365
GF-REC-00708,BFP366,Cold lemon souffle,bfp_manual,SRC-INDB,BFP366
GF-REC-00709,BFP367,Cold orange souffle,bfp_manual,SRC-INDB,BFP367
GF-REC-00710,BFP368,Cold pineapple souffle,bfp_manual,SRC-INDB,BFP368
GF-REC-00711,BFP369,Cold vanilla souffle,bfp_manual,SRC-INDB,BFP369
GF-REC-00712,BFP370,Cold chocolate souffle,bfp_manual,SRC-INDB,BFP370
GF-REC-00713,BFP371,Stewed fruit (with pear),bfp_manual,SRC-INDB,BFP371
GF-REC-00714,BFP372,Apricot fool,bfp_manual,SRC-INDB,BFP372
GF-REC-00715,BFP373,Pavlova,bfp_manual,SRC-INDB,BFP373
GF-REC-00716,BFP379,Apple crumb pudding,bfp_manual,SRC-INDB,BFP379
GF-REC-00717,BFP380,Steamed cake with chocolate sauce,bfp_manual,SRC-INDB,BFP380
GF-REC-00718,BFP382,Hot lemon souffle,bfp_manual,SRC-INDB,BFP382
GF-REC-00719,BFP386,Gulab jamun with milk powder,bfp_manual,SRC-INDB,BFP386
GF-REC-00720,BFP388,Chum chum,bfp_manual,SRC-INDB,BFP388
GF-REC-00721,BFP389,Dil bahar,bfp_manual,SRC-INDB,BFP389
GF-REC-00722,BFP390,Rasbhari,bfp_manual,SRC-INDB,BFP390
GF-REC-00723,BFP391,Rajbogh,bfp_manual,SRC-INDB,BFP391
GF-REC-00724,BFP392,Rasgulla,bfp_manual,SRC-INDB,BFP392
GF-REC-00725,BFP393,Rasmalai,bfp_manual,SRC-INDB,BFP393
GF-REC-00726,BFP396,Khoa coconut burfi,bfp_manual,SRC-INDB,BFP396
GF-REC-00727,BFP397,Danedar burfi,bfp_manual,SRC-INDB,BFP397
GF-REC-00728,BFP401,Semolina burfi (Suji/Rava burfi),bfp_manual,SRC-INDB,BFP401
GF-REC-00729,BFP403,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),bfp_manual,SRC-INDB,BFP403
GF-REC-00730,BFP404,Khoa ladoo,bfp_manual,SRC-INDB,BFP404
GF-REC-00731,BFP406,Wheat and gram flour ladoo (Atta besan ladoo),bfp_manual,SRC-INDB,BFP406
GF-REC-00732,BFP407,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),bfp_manual,SRC-INDB,BFP407
GF-REC-00733,BFP412,Sesame chickpeas brittle (Til aur channe ki chikki),bfp_manual,SRC-INDB,BFP412
GF-REC-00734,BFP413,Murmura chikki,bfp_manual,SRC-INDB,BFP413
GF-REC-00735,BFP415,Masala onion pakora/pakoda (Pyaaz ke pakode),bfp_manual,SRC-INDB,BFP415
GF-REC-00736,BFP416,Masala green chilli pakora/pakoda (Hari mirch kay pakode),bfp_manual,SRC-INDB,BFP416
GF-REC-00737,BFP420,Chicken pakora/pakoda,bfp_manual,SRC-INDB,BFP420
GF-REC-00738,BFP421,Fish pakora/pakoda,bfp_manual,SRC-INDB,BFP421
GF-REC-00739,BFP424,Paneer cutlet,bfp_manual,SRC-INDB,BFP424
GF-REC-00740,BFP425,Sago cutlet/vadas (Sabudana cutlet/vadas),bfp_manual,SRC-INDB,BFP425
GF-REC-00741,BFP427,Poshtik cutlet,bfp_manual,SRC-INDB,BFP427
GF-REC-00742,BFP428,Egg cutlet (Anda cutlet),bfp_manual,SRC-INDB,BFP428
GF-REC-00743,BFP430,Minced meat cutlet,bfp_manual,SRC-INDB,BFP430
GF-REC-00744,BFP431,Vegetable samosa,bfp_manual,SRC-INDB,BFP431
GF-REC-00745,BFP436,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),bfp_manual,SRC-INDB,BFP436
GF-REC-00746,BFP437,Masala urad dal vada,bfp_manual,SRC-INDB,BFP437
GF-REC-00747,BFP439,Khaman (dhokla),bfp_manual,SRC-INDB,BFP439
GF-REC-00748,BFP440,Instant dhokla,bfp_manual,SRC-INDB,BFP440
GF-REC-00749,BFP442,Tomato ginger chutney (Tamatar adarak ki chutney),bfp_manual,SRC-INDB,BFP442
GF-REC-00750,BFP443,Mint tomato chutney (Pudinay aur tamatar ki chutney),bfp_manual,SRC-INDB,BFP443
GF-REC-00751,BFP444,Coriander chutney (Hare dhaniye ki chutney),bfp_manual,SRC-INDB,BFP444
GF-REC-00752,BFP445,Gooseberry chutney (Amla chutney),bfp_manual,SRC-INDB,BFP445
GF-REC-00753,BFP446,Walnut chutney (Akhrot ki chutney),bfp_manual,SRC-INDB,BFP446
GF-REC-00754,BFP447,Saunth/Sonth chutney with ginger,bfp_manual,SRC-INDB,BFP447
GF-REC-00755,BFP448,Gun powder chutney,bfp_manual,SRC-INDB,BFP448
GF-REC-00756,BFP450,Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,bfp_manual,SRC-INDB,BFP450
GF-REC-00757,BFP451,Curd mint dip ,bfp_manual,SRC-INDB,BFP451
GF-REC-00758,BFP452,Curd vegetable dip,bfp_manual,SRC-INDB,BFP452
GF-REC-00759,BFP453,Mayonnaise vegetable dip,bfp_manual,SRC-INDB,BFP453
GF-REC-00760,BFP455,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),bfp_manual,SRC-INDB,BFP455
GF-REC-00761,BFP456,Tomato sandwich (grilled),bfp_manual,SRC-INDB,BFP456
GF-REC-00762,BFP457,French sandwich (toasted),bfp_manual,SRC-INDB,BFP457
GF-REC-00763,BFP458,Peanut butter cucumber sandwich,bfp_manual,SRC-INDB,BFP458
GF-REC-00764,BFP459,Mint and peanut sandwich,bfp_manual,SRC-INDB,BFP459
GF-REC-00765,BFP460,Spicy chutney sandwich,bfp_manual,SRC-INDB,BFP460
GF-REC-00766,BFP461,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),bfp_manual,SRC-INDB,BFP461
GF-REC-00767,BFP463,Rolled sandwich,bfp_manual,SRC-INDB,BFP463
GF-REC-00768,BFP466,Ribbon sandwich,bfp_manual,SRC-INDB,BFP466
GF-REC-00769,BFP467,Checker board sandwich,bfp_manual,SRC-INDB,BFP467
GF-REC-00770,BFP468,Submarine sandwich,bfp_manual,SRC-INDB,BFP468
GF-REC-00771,BFP470,Cheese open sandwich,bfp_manual,SRC-INDB,BFP470
GF-REC-00772,BFP471,Sunset and sunrise open sandwich,bfp_manual,SRC-INDB,BFP471
GF-REC-00773,BFP472,Danish luncheon sandwich,bfp_manual,SRC-INDB,BFP472
GF-REC-00774,BFP473,Chicken and corn open sandwich,bfp_manual,SRC-INDB,BFP473
GF-REC-00775,BFP476,Chocolate sponge cake,bfp_manual,SRC-INDB,BFP476
GF-REC-00776,BFP478,Chocolate swiss roll,bfp_manual,SRC-INDB,BFP478
GF-REC-00777,BFP479,Lemon curd filling,bfp_manual,SRC-INDB,BFP479
GF-REC-00778,BFP480,Jam filling,bfp_manual,SRC-INDB,BFP480
GF-REC-00779,BFP482,Chocolate pastry,bfp_manual,SRC-INDB,BFP482
GF-REC-00780,BFP483,Assorted pastry,bfp_manual,SRC-INDB,BFP483
GF-REC-00781,BFP484,Orange gateau,bfp_manual,SRC-INDB,BFP484
GF-REC-00782,BFP485,Black forest gateau,bfp_manual,SRC-INDB,BFP485
GF-REC-00783,BFP489,Lemon cake,bfp_manual,SRC-INDB,BFP489
GF-REC-00784,BFP491,Dundee cake,bfp_manual,SRC-INDB,BFP491
GF-REC-00785,BFP492,Victorian sandwich cake,bfp_manual,SRC-INDB,BFP492
GF-REC-00786,BFP495,Chocolate eggless cake,bfp_manual,SRC-INDB,BFP495
GF-REC-00787,BFP496,Orange eggless cake,bfp_manual,SRC-INDB,BFP496
GF-REC-00788,BFP498,Chocolate glace icing,bfp_manual,SRC-INDB,BFP498
GF-REC-00789,BFP499,Butter icing,bfp_manual,SRC-INDB,BFP499
GF-REC-00790,BFP500,Chocolate butter icing,bfp_manual,SRC-INDB,BFP500
GF-REC-00791,BFP502,Almond biscuit (Badam ke biscuit),bfp_manual,SRC-INDB,BFP502
GF-REC-00792,BFP505,Orange biscuit,bfp_manual,SRC-INDB,BFP505
GF-REC-00793,BFP506,Gingerman biscuit,bfp_manual,SRC-INDB,BFP506
GF-REC-00794,BFP507,Coffee drops,bfp_manual,SRC-INDB,BFP507
GF-REC-00795,BFP508,Christmas biscuit,bfp_manual,SRC-INDB,BFP508
GF-REC-00796,BFP509,Christmas wreath biscuit,bfp_manual,SRC-INDB,BFP509
GF-REC-00797,BFP510,Christmas bell biscuit,bfp_manual,SRC-INDB,BFP510
GF-REC-00798,BFP511,Christmas star biscuit,bfp_manual,SRC-INDB,BFP511
GF-REC-00799,BFP512,Christmas tree biscuit,bfp_manual,SRC-INDB,BFP512
GF-REC-00800,BFP513,Chocolate cream shells,bfp_manual,SRC-INDB,BFP513
GF-REC-00801,BFP516,Jelly biscuit,bfp_manual,SRC-INDB,BFP516
GF-REC-00802,BFP517,Cherry and walnut cookies,bfp_manual,SRC-INDB,BFP517
GF-REC-00803,BFP518,Cheese straws,bfp_manual,SRC-INDB,BFP518
GF-REC-00804,BFP519,Butterfly biscuit,bfp_manual,SRC-INDB,BFP519
GF-REC-00805,BFP521,Flan pastry,bfp_manual,SRC-INDB,BFP521
GF-REC-00806,BFP522,Fruit flan,bfp_manual,SRC-INDB,BFP522
GF-REC-00807,BFP523,Orange cream flan,bfp_manual,SRC-INDB,BFP523
GF-REC-00808,BFP527,Fruit puree tart,bfp_manual,SRC-INDB,BFP527
GF-REC-00809,BFP529,Apple banana pie,bfp_manual,SRC-INDB,BFP529
GF-REC-00810,BFP531,Lemon chiffon pie,bfp_manual,SRC-INDB,BFP531
GF-REC-00811,BFP532,Orange chiffon pie,bfp_manual,SRC-INDB,BFP532
GF-REC-00812,BFP534,Cream buns,bfp_manual,SRC-INDB,BFP534
GF-REC-00813,BFP535,Savoury puffs,bfp_manual,SRC-INDB,BFP535
GF-REC-00814,BFP536,Choux swans,bfp_manual,SRC-INDB,BFP536
GF-REC-00815,BFP539,Potato aigrettes,bfp_manual,SRC-INDB,BFP539
GF-REC-00816,BFP541,Cream horns,bfp_manual,SRC-INDB,BFP541
GF-REC-00817,BFP542,Savoury cheese horns,bfp_manual,SRC-INDB,BFP542
GF-REC-00818,BFP544,Paneer patties,bfp_manual,SRC-INDB,BFP544
GF-REC-00819,BFP545,Vegetable patties ,bfp_manual,SRC-INDB,BFP545
GF-REC-00820,BFP546,Pearl millet infant food (Bajra shishu aahaar),bfp_manual,SRC-INDB,BFP546
GF-REC-00821,BFP547,Sajina,bfp_manual,SRC-INDB,BFP547
GF-REC-00822,BFP548,Cereal mix ,bfp_manual,SRC-INDB,BFP548
GF-REC-00823,BFP549,Pulse mix,bfp_manual,SRC-INDB,BFP549
GF-REC-00824,BFP550,Shishu ahar,bfp_manual,SRC-INDB,BFP550
GF-REC-00825,BFP552,Cereal pulse mix with amylase rice flour,bfp_manual,SRC-INDB,BFP552
GF-REC-00826,BFP553,Banana groundnut paste/puree,bfp_manual,SRC-INDB,BFP553
GF-REC-00827,BFP554,Rice dal porridge (Chawal dal ki khichdi/khichri),bfp_manual,SRC-INDB,BFP554
GF-REC-00828,BFP555,Lentils and semolina porridge (Dal suji porridge/daliya),bfp_manual,SRC-INDB,BFP555
GF-REC-00829,BFP556,Spinach khichri (Palak khichri/khichdi),bfp_manual,SRC-INDB,BFP556
GF-REC-00830,BFP557,Vegetable mix,bfp_manual,SRC-INDB,BFP557
GF-REC-00831,BFP558,Lentils and wheat porridge (Dal wheat porridge/daliya ),bfp_manual,SRC-INDB,BFP558
GF-REC-00832,BFP559,Maize porridge,bfp_manual,SRC-INDB,BFP559
GF-REC-00833,BFP560,Spinach peanut burfi (Palak aur mungfali ki burfi),bfp_manual,SRC-INDB,BFP560
GF-REC-00834,BFP561,Split bengal gram burfi/fudge (Channa dal burfi),bfp_manual,SRC-INDB,BFP561
GF-REC-00835,BFP563,Chickpea flour cookies (Sweet besan rounds/cookies),bfp_manual,SRC-INDB,BFP563
GF-REC-00836,BFP564,Pearl millet mathri (Bajra mathri),bfp_manual,SRC-INDB,BFP564
GF-REC-00837,BFP565,Sesame biscuit (Til ke biscuit),bfp_manual,SRC-INDB,BFP565
GF-REC-00838,BFP566,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),bfp_manual,SRC-INDB,BFP566
GF-REC-00839,BFP568,Poshtik namak paras,bfp_manual,SRC-INDB,BFP568
GF-REC-00840,BFP569,Soya chikki,bfp_manual,SRC-INDB,BFP569
GF-REC-00841,BFP570,Besan bathua chilla/cheela,bfp_manual,SRC-INDB,BFP570
GF-REC-00842,BFP571,Wheat flour and nuts ladoos (Atta nuts ladoos),bfp_manual,SRC-INDB,BFP571
GF-REC-00843,BFP573,Gram flour and semolina dhokla (Besan suji dhokla),bfp_manual,SRC-INDB,BFP573
GF-REC-00844,BFP574,Atta dal burfi ,bfp_manual,SRC-INDB,BFP574
GF-REC-00845,BFP575,Soya roti,bfp_manual,SRC-INDB,BFP575
GF-REC-00846,BFP576,Poshtik khichdi/khichri,bfp_manual,SRC-INDB,BFP576
GF-REC-00847,BFP577,Namkeen daliya,bfp_manual,SRC-INDB,BFP577
GF-REC-00848,BFP578,Sprouts upma ,bfp_manual,SRC-INDB,BFP578
GF-REC-00849,BFP579,Semolina idli (Suji/Rava idli),bfp_manual,SRC-INDB,BFP579
GF-REC-00850,BFP580,Poshtik chilla/cheela,bfp_manual,SRC-INDB,BFP580
GF-REC-00851,BFP583,Apple jelly (Seb ki jelly),bfp_manual,SRC-INDB,BFP583
GF-REC-00852,BFP585,Marmalade (Murabba),bfp_manual,SRC-INDB,BFP585
GF-REC-00853,BFP589,Plum squash (Aloo bukhara squash),bfp_manual,SRC-INDB,BFP589
GF-REC-00854,BFP595,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),bfp_manual,SRC-INDB,BFP595
GF-REC-00855,BFP597,Brinjal pickle (Baingan ka achaar),bfp_manual,SRC-INDB,BFP597
GF-REC-00856,BFP598,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),bfp_manual,SRC-INDB,BFP598
GF-REC-00857,BFP599,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),bfp_manual,SRC-INDB,BFP599
GF-REC-00858,BFP601,Tomato chutney (Tamatar ki chutney),bfp_manual,SRC-INDB,BFP601
GF-REC-00859,BFP602,Tomato ketchup,bfp_manual,SRC-INDB,BFP602
GF-REC-00860,BFP604,Stuffed bittergourd (dry) (Bharwa karela),bfp_manual,SRC-INDB,BFP604
GF-REC-00861,BFP605,Cauliflower potato canjee,bfp_manual,SRC-INDB,BFP605
GF-REC-00862,BFP606,Creamed spinach,bfp_manual,SRC-INDB,BFP606
GF-REC-00863,BFP607,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),bfp_manual,SRC-INDB,BFP607
GF-REC-00864,BFP608,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),bfp_manual,SRC-INDB,BFP608
GF-REC-00865,BFP609,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),bfp_manual,SRC-INDB,BFP609
GF-REC-00866,OSR001,Woodapple juice (Bel ka sharbat),open_source_recipes,SRC-INDB,OSR001
GF-REC-00867,OSR002,Sattu drink,open_source_recipes,SRC-INDB,OSR002
GF-REC-00868,OSR004,Apple and honey sorbet (Seb aur shehad ka sharbat),open_source_recipes,SRC-INDB,OSR004
GF-REC-00869,OSR005,Thandai,open_source_recipes,SRC-INDB,OSR005
GF-REC-00870,OSR006,Cucumber sharbat (Kheere ka sharbat),open_source_recipes,SRC-INDB,OSR006
GF-REC-00871,OSR007,Apple oats chia seed smoothie,open_source_recipes,SRC-INDB,OSR007
GF-REC-00872,OSR008,Nannari sharbat,open_source_recipes,SRC-INDB,OSR008
GF-REC-00873,OSR009,Semolina milk drink (Thari kanji),open_source_recipes,SRC-INDB,OSR009
GF-REC-00874,OSR010,Saffron milk (Kesariya doodh),open_source_recipes,SRC-INDB,OSR010
GF-REC-00875,OSR011,Black rice kheer (Chak-hao kheer),open_source_recipes,SRC-INDB,OSR011
GF-REC-00876,OSR012,Coconut kheer (Nariyal ki kheer),open_source_recipes,SRC-INDB,OSR012
GF-REC-00877,OSR013,Apple sago payasam (Seb aur sabudana ki kheer),open_source_recipes,SRC-INDB,OSR013
GF-REC-00878,OSR014,Kesari bath,open_source_recipes,SRC-INDB,OSR014
GF-REC-00879,OSR015,Putharekulu,open_source_recipes,SRC-INDB,OSR015
GF-REC-00880,OSR016,Mango malpua,open_source_recipes,SRC-INDB,OSR016
