food_id,recipe_code,recipe_name,recipe_source_type,source_id,source_record_id
GF-REC-00292,ASC301,Baked custard,asc_manual,SRC-INDB,ASC301
GF-REC-00293,ASC302,Soft Custard (stirred),asc_manual,SRC-INDB,ASC302
GF-REC-00294,ASC304,Chocolate ice cream,asc_manual,SRC-INDB,ASC304
GF-REC-00295,ASC305,Mango ice cream,asc_manual,SRC-INDB,ASC305
GF-REC-00296,ASC307,Fruit Ice cream (Phalon ka Ice cream),asc_manual,SRC-INDB,ASC307
GF-REC-00297,ASC308,Caramel ice cream,asc_manual,SRC-INDB,ASC308
GF-REC-00298,ASC309,Lemon souffle,asc_manual,SRC-INDB,ASC309
GF-REC-00299,ASC310,Orange souffle,asc_manual,SRC-INDB,ASC310
GF-REC-00300,ASC311,Vanilla souffle,asc_manual,SRC-INDB,ASC311
GF-REC-00301,ASC312,Chocolate souffle,asc_manual,SRC-INDB,ASC312
GF-REC-00302,ASC313,Pineapple souffle ,asc_manual,SRC-INDB,ASC313
GF-REC-00303,ASC314,Apple mousse,asc_manual,SRC-INDB,ASC314
GF-REC-00304,ASC315,Rich chocolate mousse,asc_manual,SRC-INDB,ASC315
GF-REC-00305,ASC316,Mango mousse,asc_manual,SRC-INDB,ASC316
GF-REC-00306,ASC317,Orange and pineapple cream,asc_manual,SRC-INDB,ASC317
GF-REC-00307,ASC318,Charlotte rousse,asc_manual,SRC-INDB,ASC318
GF-REC-00308,ASC319,Triffle pudding,asc_manual,SRC-INDB,ASC319
GF-REC-00309,ASC320,Snow flakes pudding,asc_manual,SRC-INDB,ASC320
GF-REC-00310,ASC321,Kulfi,asc_manual,SRC-INDB,ASC321
GF-REC-00311,ASC322,Steamed orange pudding,asc_manual,SRC-INDB,ASC322
GF-REC-00312,ASC323,Meringue and rice pudding,asc_manual,SRC-INDB,ASC323
GF-REC-00313,ASC324,Cheese pudding,asc_manual,SRC-INDB,ASC324
GF-REC-00314,ASC325,Chocolate pudding,asc_manual,SRC-INDB,ASC325
GF-REC-00315,ASC326,Bread and butter pudding ,asc_manual,SRC-INDB,ASC326
GF-REC-00316,ASC327,Queen of pudding,asc_manual,SRC-INDB,ASC327
GF-REC-00317,ASC328,Pineapple upside down pudding,asc_manual,SRC-INDB,ASC328
GF-REC-00318,ASC329,Date and nut pie,asc_manual,SRC-INDB,ASC329
GF-REC-00319,ASC330,Stewed apple with custard,asc_manual,SRC-INDB,ASC330
GF-REC-00320,ASC331,Apple snowballs,asc_manual,SRC-INDB,ASC331
GF-REC-00321,ASC332,Hot orange souffle,asc_manual,SRC-INDB,ASC332
GF-REC-00322,ASC333,Hot chocolate souffle,asc_manual,SRC-INDB,ASC333
GF-REC-00323,ASC334,Hot vanilla souffle,asc_manual,SRC-INDB,ASC334
GF-REC-00324,ASC335,Plain burfi (Burfi),asc_manual,SRC-INDB,ASC335
GF-REC-00325,ASC336,Coconut burfi (Nariyal ki burfi),asc_manual,SRC-INDB,ASC336
GF-REC-00326,ASC337,Bottle gourd burfi (Ghiya/Lauki burfi),asc_manual,SRC-INDB,ASC337
GF-REC-00327,ASC338,Chocolate burfi,asc_manual,SRC-INDB,ASC338
GF-REC-00328,ASC339,Cashewnut burfi (Kaju burfi/Kaju katli),asc_manual,SRC-INDB,ASC339
GF-REC-00329,ASC340,Gram flour burfi (Besan burfi),asc_manual,SRC-INDB,ASC340
GF-REC-00330,ASC341,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),asc_manual,SRC-INDB,ASC341
GF-REC-00331,ASC342,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),asc_manual,SRC-INDB,ASC342
GF-REC-00332,ASC343,Gram flour ladoo (Besan ladoo),asc_manual,SRC-INDB,ASC343
GF-REC-00333,ASC344,Sesame ladoo (Til ke ladoo),asc_manual,SRC-INDB,ASC344
GF-REC-00334,ASC345,Chenna murki,asc_manual,SRC-INDB,ASC345
GF-REC-00335,ASC346,Milk cake,asc_manual,SRC-INDB,ASC346
GF-REC-00336,ASC347,Ghujia/Lavang latika,asc_manual,SRC-INDB,ASC347
GF-REC-00337,ASC348,Gulab Jamun with khoya,asc_manual,SRC-INDB,ASC348
GF-REC-00338,ASC349,Mal pua,asc_manual,SRC-INDB,ASC349
GF-REC-00339,ASC350,Shahi tukre,asc_manual,SRC-INDB,ASC350
GF-REC-00340,ASC351,Potato pakora/pakoda (Aloo pakoda),asc_manual,SRC-INDB,ASC351
GF-REC-00341,ASC352,Onion pakora/pakoda (Pyaaz ke pakode),asc_manual,SRC-INDB,ASC352
GF-REC-00342,ASC353,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),asc_manual,SRC-INDB,ASC353
GF-REC-00343,ASC354,Mixed vegetable pakora/pakoda,asc_manual,SRC-INDB,ASC354
GF-REC-00344,ASC355,Spinach pakora/pakoda (Palak pakoda),asc_manual,SRC-INDB,ASC355
GF-REC-00345,ASC356,Methi pakora/pakoda (Methi ke pakode),asc_manual,SRC-INDB,ASC356
GF-REC-00346,ASC357,Egg pakora/pakoda (Ande ke pakode),asc_manual,SRC-INDB,ASC357
GF-REC-00347,ASC358,Bread pakora/pakoda,asc_manual,SRC-INDB,ASC358
GF-REC-00348,ASC359,Paneer pakora/pakoda,asc_manual,SRC-INDB,ASC359
GF-REC-00349,ASC360,Potato bonda (Aloo bonda),asc_manual,SRC-INDB,ASC360
GF-REC-00350,ASC361,Potato samosa (Aloo ka samosa),asc_manual,SRC-INDB,ASC361
GF-REC-00351,ASC362,Minced meat samosa (Keema ka samosa),asc_manual,SRC-INDB,ASC362
GF-REC-00352,ASC363,Paneer and pea samosa (Paneer matar ka samosa),asc_manual,SRC-INDB,ASC363
GF-REC-00353,ASC364,Mathri,asc_manual,SRC-INDB,ASC364
GF-REC-00354,ASC365,Khasta kachori,asc_manual,SRC-INDB,ASC365
GF-REC-00355,ASC366,Vegetable cutlet,asc_manual,SRC-INDB,ASC366
GF-REC-00356,ASC367,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),asc_manual,SRC-INDB,ASC367
GF-REC-00357,ASC368,Peanut cutlet (Mungfali ke cutlet),asc_manual,SRC-INDB,ASC368
GF-REC-00358,ASC369,Fish cutlet (Machli ka cutlet),asc_manual,SRC-INDB,ASC369
GF-REC-00359,ASC370,Paneer potato cutlet (Paneer aloo cutlet),asc_manual,SRC-INDB,ASC370
GF-REC-00360,ASC371,Spinach chickpeas cutlet (Palak channa dal cutlet),asc_manual,SRC-INDB,ASC371
GF-REC-00361,ASC372,Cheese toast,asc_manual,SRC-INDB,ASC372
GF-REC-00362,ASC375,Vegetable burger,asc_manual,SRC-INDB,ASC375
GF-REC-00363,ASC376,Cheese pizza,asc_manual,SRC-INDB,ASC376
GF-REC-00364,ASC377,Vegetable seekh kebab,asc_manual,SRC-INDB,ASC377
GF-REC-00365,ASC378,Masala vada,asc_manual,SRC-INDB,ASC378
GF-REC-00366,ASC379,Peanut sago vada (Sabudana mungfali vada),asc_manual,SRC-INDB,ASC379
GF-REC-00367,ASC380,Vegeterian scotch egg,asc_manual,SRC-INDB,ASC380
GF-REC-00368,ASC381,Paneer shaslik/tikka,asc_manual,SRC-INDB,ASC381
GF-REC-00369,ASC382,Peanut brittle (Moongfali ki chikki),asc_manual,SRC-INDB,ASC382
GF-REC-00370,ASC383,Spring roll,asc_manual,SRC-INDB,ASC383
GF-REC-00371,ASC384,Dry mango chutney (Sookhe aam ki chutney),asc_manual,SRC-INDB,ASC384
GF-REC-00372,ASC385,Peanut chutney (Mungfali ki chutney),asc_manual,SRC-INDB,ASC385
GF-REC-00373,ASC386,Coconut chutney (Nariyal ki chutney),asc_manual,SRC-INDB,ASC386
GF-REC-00374,ASC387,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),asc_manual,SRC-INDB,ASC387
GF-REC-00375,ASC388,Curd dip,asc_manual,SRC-INDB,ASC388
GF-REC-00376,ASC394,Short crust pastry,asc_manual,SRC-INDB,ASC394
GF-REC-00377,ASC395,Custard tart,asc_manual,SRC-INDB,ASC395
GF-REC-00378,ASC396,Lemon tart,asc_manual,SRC-INDB,ASC396
GF-REC-00379,ASC397,Jam tart,asc_manual,SRC-INDB,ASC397
GF-REC-00380,ASC398,Orange cream tart,asc_manual,SRC-INDB,ASC398
GF-REC-00381,ASC399,Pineapple tart,asc_manual,SRC-INDB,ASC399
GF-REC-00382,ASC400,Cheese and mushroom tart,asc_manual,SRC-INDB,ASC400
GF-REC-00383,ASC401,Cottage cheese pie,asc_manual,SRC-INDB,ASC401
GF-REC-00384,ASC402,Minced meat pie,asc_manual,SRC-INDB,ASC402
GF-REC-00385,ASC403,Apple cinnamon pie,asc_manual,SRC-INDB,ASC403
GF-REC-00386,ASC404,Lemon meringue pie,asc_manual,SRC-INDB,ASC404
GF-REC-00387,ASC405,Chocolate meringue pie,asc_manual,SRC-INDB,ASC405
GF-REC-00388,ASC406,Choux pastry,asc_manual,SRC-INDB,ASC406
GF-REC-00389,ASC407,Cream puffs,asc_manual,SRC-INDB,ASC407
GF-REC-00390,ASC408,Chocolate eclairs,asc_manual,SRC-INDB,ASC408
GF-REC-00391,ASC409,Cheese balls,asc_manual,SRC-INDB,ASC409
GF-REC-00392,ASC410,Flaky pastry,asc_manual,SRC-INDB,ASC410
GF-REC-00393,ASC411,Minced meat patties,asc_manual,SRC-INDB,ASC411
GF-REC-00394,ASC412,Cheese patties,asc_manual,SRC-INDB,ASC412
GF-REC-00395,ASC413,Hot cheese souffle,asc_manual,SRC-INDB,ASC413
GF-REC-00396,ASC414,Hot potato souffle,asc_manual,SRC-INDB,ASC414
GF-REC-00397,ASC415,Hot fish souffle,asc_manual,SRC-INDB,ASC415
GF-REC-00398,ASC416,Hot spinach souffle,asc_manual,SRC-INDB,ASC416
GF-REC-00399,ASC417,Plain cream cake,asc_manual,SRC-INDB,ASC417
GF-REC-00400,ASC418,Apple cake (Seb ka cake),asc_manual,SRC-INDB,ASC418
GF-REC-00401,ASC419,Marble cake,asc_manual,SRC-INDB,ASC419
GF-REC-00402,ASC420,Chocolate cake,asc_manual,SRC-INDB,ASC420
GF-REC-00403,ASC421,Orange cake,asc_manual,SRC-INDB,ASC421
GF-REC-00404,ASC422,Fruit Loaf ,asc_manual,SRC-INDB,ASC422
GF-REC-00405,ASC423,Banana cake (Kele ka cake),asc_manual,SRC-INDB,ASC423
GF-REC-00406,ASC424,Chocolate chiffon cake,asc_manual,SRC-INDB,ASC424
GF-REC-00407,ASC425,Christmas cake,asc_manual,SRC-INDB,ASC425
GF-REC-00408,ASC426,Strawberry and vanilla cake with butter icing,asc_manual,SRC-INDB,ASC426
GF-REC-00409,ASC427,Eggless cake,asc_manual,SRC-INDB,ASC427
GF-REC-00410,ASC428,Sponge cake ,asc_manual,SRC-INDB,ASC428
GF-REC-00411,ASC429,Swiss roll,asc_manual,SRC-INDB,ASC429
GF-REC-00412,ASC430,Pineapple pastry ,asc_manual,SRC-INDB,ASC430
GF-REC-00413,ASC431,Black forest pastry,asc_manual,SRC-INDB,ASC431
GF-REC-00414,ASC432,Coconut finger,asc_manual,SRC-INDB,ASC432
GF-REC-00415,ASC433,Pineapple cake ,asc_manual,SRC-INDB,ASC433
GF-REC-00416,ASC434,Glace icing,asc_manual,SRC-INDB,ASC434
GF-REC-00417,ASC436,Royal icing,asc_manual,SRC-INDB,ASC436
GF-REC-00418,ASC437,American frosting,asc_manual,SRC-INDB,ASC437
GF-REC-00419,ASC438,Gum icing,asc_manual,SRC-INDB,ASC438
GF-REC-00420,ASC439,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),asc_manual,SRC-INDB,ASC439
GF-REC-00421,ASC440,Chocolate chip cookies,asc_manual,SRC-INDB,ASC440
GF-REC-00422,ASC441,Sweet plain biscuit,asc_manual,SRC-INDB,ASC441
GF-REC-00423,ASC442,Chocolate biscuit,asc_manual,SRC-INDB,ASC442
GF-REC-00424,ASC443,Coconut biscuit (Nariyal ke biscuit),asc_manual,SRC-INDB,ASC443
GF-REC-00425,ASC444,Sweet and salty biscuit (Meethay aur namkeen biscuit),asc_manual,SRC-INDB,ASC444
GF-REC-00426,ASC445,Peanut biscuit,asc_manual,SRC-INDB,ASC445
GF-REC-00427,ASC446,Pin wheel biscuit,asc_manual,SRC-INDB,ASC446
GF-REC-00428,ASC447,Saffron biscuit (Kesar biscuit),asc_manual,SRC-INDB,ASC447
GF-REC-00429,ASC448,Masala biscuit,asc_manual,SRC-INDB,ASC448
GF-REC-00430,ASC449,Ice box cookies,asc_manual,SRC-INDB,ASC449
GF-REC-00431,ASC450,Ginger bread man,asc_manual,SRC-INDB,ASC450
GF-REC-00432,ASC451,Danish cookies,asc_manual,SRC-INDB,ASC451
GF-REC-00433,ASC452,Short bread cookies,asc_manual,SRC-INDB,ASC452
GF-REC-00434,ASC453,Coffee biscuit,asc_manual,SRC-INDB,ASC453
GF-REC-00435,ASC454,Melting moments,asc_manual,SRC-INDB,ASC454
GF-REC-00436,ASC455,Ginger biscuit (Adarak ke biscuit),asc_manual,SRC-INDB,ASC455
GF-REC-00437,ASC456,Soyabean muthias,asc_manual,SRC-INDB,ASC456
GF-REC-00438,ASC457,Soyabean tikki,asc_manual,SRC-INDB,ASC457
GF-REC-00439,ASC458,Soyabean namak paras,asc_manual,SRC-INDB,ASC458
GF-REC-00440,ASC459,Peanut burfi (Moongfali ki burfi),asc_manual,SRC-INDB,ASC459
GF-REC-00441,ASC460,Spinach peanut namak paras (Palak moongfali namak paras),asc_manual,SRC-INDB,ASC460
GF-REC-00442,ASC461,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),asc_manual,SRC-INDB,ASC461
GF-REC-00443,ASC462,Rice moong dal cheela (Chawal aur moong dal ka cheela),asc_manual,SRC-INDB,ASC462
GF-REC-00444,ASC463,Split bengal gram sweet rice (Channa dal sweet rice),asc_manual,SRC-INDB,ASC463
GF-REC-00445,ASC464,Sweet poori (Meethi poori),asc_manual,SRC-INDB,ASC464
GF-REC-00446,ASC465,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),asc_manual,SRC-INDB,ASC465
GF-REC-00447,ASC466,Spinach burfi (Palak burfi),asc_manual,SRC-INDB,ASC466
GF-REC-00448,ASC467,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),asc_manual,SRC-INDB,ASC467
GF-REC-00449,ASC468,Sprouted moong daliya ,asc_manual,SRC-INDB,ASC468
GF-REC-00450,ASC469,Sprouted moong poha ,asc_manual,SRC-INDB,ASC469
GF-REC-00451,ASC470,Pearl millet ladoo (Bajra ladoo),asc_manual,SRC-INDB,ASC470
GF-REC-00452,ASC471,Paushtik ladoo,asc_manual,SRC-INDB,ASC471
GF-REC-00453,ASC472,Paushtik roti,asc_manual,SRC-INDB,ASC472
GF-REC-00454,ASC473,Semolina carrot vada (Suji gajar vada),asc_manual,SRC-INDB,ASC473
GF-REC-00455,ASC474,Dhokla,asc_manual,SRC-INDB,ASC474
GF-REC-00456,ASC475,Channa murmura premix,asc_manual,SRC-INDB,ASC475
GF-REC-00457,ASC476,Cracked wheat and green gram dal premix (Dalia moong dal premix),asc_manual,SRC-INDB,ASC476
GF-REC-00458,ASC477,Rice flakes and roasted channa ,asc_manual,SRC-INDB,ASC477
GF-REC-00459,ASC479,Spinach soup in milk ,asc_manual,SRC-INDB,ASC479
GF-REC-00460,ASC480,Vegetable soup,asc_manual,SRC-INDB,ASC480
GF-REC-00461,ASC481,Mashed banana with milk,asc_manual,SRC-INDB,ASC481
GF-REC-00462,ASC484,Poha with curd (Poha aur dahi),asc_manual,SRC-INDB,ASC484
GF-REC-00463,ASC485,Potato with curd,asc_manual,SRC-INDB,ASC485
GF-REC-00464,ASC486,Sweet wheat porridge (Sweet dalia),asc_manual,SRC-INDB,ASC486
GF-REC-00465,ASC487,Vegetable khichdi/khichri,asc_manual,SRC-INDB,ASC487
GF-REC-00466,ASC489,Moong dal mixture,asc_manual,SRC-INDB,ASC489
GF-REC-00467,ASC490,Cracked wheat khichri/khichdi (Dalia khichri/khichdi),asc_manual,SRC-INDB,ASC490
GF-REC-00468,ASC492,Stewed apple,asc_manual,SRC-INDB,ASC492
GF-REC-00469,ASC493,Lemon squash (Nimbu ka squash),asc_manual,SRC-INDB,ASC493
GF-REC-00470,ASC494,Orange squash (Santre ka squash),asc_manual,SRC-INDB,ASC494
GF-REC-00471,ASC495,Lichi squash,asc_manual,SRC-INDB,ASC495
GF-REC-00472,ASC496,Mango squash (Aam ka squash),asc_manual,SRC-INDB,ASC496
GF-REC-00473,ASC497,Pineapple squash (Ananas ka squash),asc_manual,SRC-INDB,ASC497
GF-REC-00474,ASC498,Lemon and ginger squash (Nimbu aur adrak ka squash),asc_manual,SRC-INDB,ASC498
GF-REC-00475,ASC499,Apple jam (Seb ka murabba),asc_manual,SRC-INDB,ASC499
GF-REC-00476,ASC500,Plum jam (Aloo bukhara jam),asc_manual,SRC-INDB,ASC500
GF-REC-00477,ASC501,Pineapple jam ,asc_manual,SRC-INDB,ASC501
GF-REC-00478,ASC502,Guava jelly (Amrood ki jelly),asc_manual,SRC-INDB,ASC502
GF-REC-00479,ASC503,Orange marmalade (Santray ka murabba),asc_manual,SRC-INDB,ASC503
GF-REC-00480,ASC504,Carrot murabba (Gajar ka murabba),asc_manual,SRC-INDB,ASC504
GF-REC-00481,ASC505,Gooseberry marmalade (Amla murabba),asc_manual,SRC-INDB,ASC505
GF-REC-00482,ASC506,Ginger candy (Adrak ki candy),asc_manual,SRC-INDB,ASC506
GF-REC-00483,ASC507,Mango pickle (Aam ka achaar),asc_manual,SRC-INDB,ASC507
GF-REC-00484,ASC509,Mixed vegetable pickle (Sabziyoon ka achaar),asc_manual,SRC-INDB,ASC509
GF-REC-00485,ASC511,Sweet lemon pickle (Neembu ka meetha achaar),asc_manual,SRC-INDB,ASC511
GF-REC-00486,ASC512,Plum chutney (Aloo bukhara ki chutney),asc_manual,SRC-INDB,ASC512
GF-REC-00487,ASC513,Raw mango chutney (Kachhe aam/Kairi ki chutney),asc_manual,SRC-INDB,ASC513
GF-REC-00488,ASC514,Tomato sauce,asc_manual,SRC-INDB,ASC514
GF-REC-00489,ASC515,Tomato puree,asc_manual,SRC-INDB,ASC515
GF-REC-00490,BFP001,Garam masala,bfp_manual,SRC-INDB,BFP001
GF-REC-00491,BFP002,Chat masala,bfp_manual,SRC-INDB,BFP002
GF-REC-00492,BFP003,Kashmiri masala,bfp_manual,SRC-INDB,BFP003
GF-REC-00493,BFP004,Rasam powder (Rasam masala),bfp_manual,SRC-INDB,BFP004
GF-REC-00494,BFP005,Sambar powder (Sambar masala),bfp_manual,SRC-INDB,BFP005
GF-REC-00495,BFP007,Kashmiri tea (Kehwa),bfp_manual,SRC-INDB,BFP007
GF-REC-00496,BFP008,Steeped hot coffee,bfp_manual,SRC-INDB,BFP008
GF-REC-00497,BFP011,Hot chocolate,bfp_manual,SRC-INDB,BFP011
GF-REC-00498,BFP013,Cold coffee (with cream),bfp_manual,SRC-INDB,BFP013
GF-REC-00499,BFP015,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),bfp_manual,SRC-INDB,BFP015
GF-REC-00500,BFP019,Flavoured milkshake,bfp_manual,SRC-INDB,BFP019
GF-REC-00501,BFP024,Jal jeera,bfp_manual,SRC-INDB,BFP024
GF-REC-00502,BFP026,Gingo,bfp_manual,SRC-INDB,BFP026
GF-REC-00503,BFP027,Mintade,bfp_manual,SRC-INDB,BFP027
GF-REC-00504,BFP029,Canjee,bfp_manual,SRC-INDB,BFP029
GF-REC-00505,BFP030,Cauliflower canjee (Phoolgobhi ki canjee),bfp_manual,SRC-INDB,BFP030
GF-REC-00506,BFP031,Potato canjee (Aloo canjee),bfp_manual,SRC-INDB,BFP031
GF-REC-00507,BFP036,Vermicelli porridge (Semiya/Seviyan porridge),bfp_manual,SRC-INDB,BFP036
GF-REC-00508,BFP039,Semolina upma (Suji/Rava upma),bfp_manual,SRC-INDB,BFP039
GF-REC-00509,BFP040,Vermicelli upma (Semiya/Seviyan upma),bfp_manual,SRC-INDB,BFP040
GF-REC-00510,BFP041,Rice upma,bfp_manual,SRC-INDB,BFP041
GF-REC-00511,BFP042,Bread upma,bfp_manual,SRC-INDB,BFP042
GF-REC-00512,BFP043,Vegetable upma,bfp_manual,SRC-INDB,BFP043
GF-REC-00513,BFP044,Poha,bfp_manual,SRC-INDB,BFP044
GF-REC-00514,BFP045,Vegetable poha,bfp_manual,SRC-INDB,BFP045
GF-REC-00515,BFP046,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),bfp_manual,SRC-INDB,BFP046
GF-REC-00516,BFP047,Paneer stuffed cheela/chilla,bfp_manual,SRC-INDB,BFP047
GF-REC-00517,BFP052,Indian style egg bhujia (Anda bhujia (Indian style)),bfp_manual,SRC-INDB,BFP052
GF-REC-00518,BFP054,French omelette/omlet,bfp_manual,SRC-INDB,BFP054
GF-REC-00519,BFP055,Puffy omelette/omlet,bfp_manual,SRC-INDB,BFP055
GF-REC-00520,BFP056,Orange omelette/omlet,bfp_manual,SRC-INDB,BFP056
GF-REC-00521,BFP057,Cheese and mushroom omelette/omlet,bfp_manual,SRC-INDB,BFP057
GF-REC-00522,BFP058,Spanish omelette/omlet,bfp_manual,SRC-INDB,BFP058
GF-REC-00523,BFP059,Mixed stock,bfp_manual,SRC-INDB,BFP059
GF-REC-00524,BFP060,Meat stock,bfp_manual,SRC-INDB,BFP060
GF-REC-00525,BFP062,White stock,bfp_manual,SRC-INDB,BFP062
GF-REC-00526,BFP065,Meat consomme (with mutton),bfp_manual,SRC-INDB,BFP065
GF-REC-00527,BFP066,Consomme au julienne,bfp_manual,SRC-INDB,BFP066
GF-REC-00528,BFP067,Consomme au vermicelli,bfp_manual,SRC-INDB,BFP067
GF-REC-00529,BFP072,Green pea soup (Matar ka soup),bfp_manual,SRC-INDB,BFP072
GF-REC-00530,BFP073,Spinach soup (Palak ka soup),bfp_manual,SRC-INDB,BFP073
GF-REC-00531,BFP074,Mixed vegetable soup,bfp_manual,SRC-INDB,BFP074
GF-REC-00532,BFP075,Cheese soup,bfp_manual,SRC-INDB,BFP075
GF-REC-00533,BFP076,Mulligatawny soup,bfp_manual,SRC-INDB,BFP076
GF-REC-00534,BFP079,Cream of carrot soup,bfp_manual,SRC-INDB,BFP079
GF-REC-00535,BFP080,Cream of broccoli soup,bfp_manual,SRC-INDB,BFP080
GF-REC-00536,BFP082,Cream of potato soup,bfp_manual,SRC-INDB,BFP082
GF-REC-00537,BFP087,Almond soup (Badam ka soup),bfp_manual,SRC-INDB,BFP087
GF-REC-00538,BFP088,Cold cucumber cream soup ,bfp_manual,SRC-INDB,BFP088
GF-REC-00539,BFP089,Cold tomato soup,bfp_manual,SRC-INDB,BFP089
GF-REC-00540,BFP090,Chicken stew,bfp_manual,SRC-INDB,BFP090
GF-REC-00541,BFP091,Veg paneer stew,bfp_manual,SRC-INDB,BFP091
GF-REC-00542,BFP095,Tartare sauce,bfp_manual,SRC-INDB,BFP095
GF-REC-00543,BFP096,Barbeque sauce,bfp_manual,SRC-INDB,BFP096
GF-REC-00544,BFP097,Bread sauce,bfp_manual,SRC-INDB,BFP097
GF-REC-00545,BFP108,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),bfp_manual,SRC-INDB,BFP108
GF-REC-00546,BFP110,Methi parantha/paratha,bfp_manual,SRC-INDB,BFP110
GF-REC-00547,BFP114,Bathua poori,bfp_manual,SRC-INDB,BFP114
GF-REC-00548,BFP115,Gram flour poori (Besan poori),bfp_manual,SRC-INDB,BFP115
GF-REC-00549,BFP116,Beetroot poori (Chukandar ki poori),bfp_manual,SRC-INDB,BFP116
GF-REC-00550,BFP117,Peas poori (Matar ki poori),bfp_manual,SRC-INDB,BFP117
GF-REC-00551,BFP118,Peas kachori (Matar kachori),bfp_manual,SRC-INDB,BFP118
GF-REC-00552,BFP122,Pizza,bfp_manual,SRC-INDB,BFP122
GF-REC-00553,BFP124,Bacon and mushroom pancake,bfp_manual,SRC-INDB,BFP124
GF-REC-00554,BFP125,Cheese and tomato pancake,bfp_manual,SRC-INDB,BFP125
GF-REC-00555,BFP127,Minced meat pancake (with chicken),bfp_manual,SRC-INDB,BFP127
GF-REC-00556,BFP132,Eggplant/Brinjal rice (Vangi bhat),bfp_manual,SRC-INDB,BFP132
GF-REC-00557,BFP133,Kashmiri 'tahar',bfp_manual,SRC-INDB,BFP133
GF-REC-00558,BFP134,Cumin pulao (Jeera/Zeera pulao),bfp_manual,SRC-INDB,BFP134
GF-REC-00559,BFP136,Peas pulao (Matar pulao),bfp_manual,SRC-INDB,BFP136
GF-REC-00560,BFP137,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),bfp_manual,SRC-INDB,BFP137
GF-REC-00561,BFP138,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),bfp_manual,SRC-INDB,BFP138
GF-REC-00562,BFP141,Mutton pulao,bfp_manual,SRC-INDB,BFP141
GF-REC-00563,BFP142,Chicken pulao,bfp_manual,SRC-INDB,BFP142
GF-REC-00564,BFP143,Mexican rice,bfp_manual,SRC-INDB,BFP143
GF-REC-00565,BFP144,Plain khitchdi (Plain khichri/khichdi),bfp_manual,SRC-INDB,BFP144
GF-REC-00566,BFP147,Instant idli (with semolina),bfp_manual,SRC-INDB,BFP147
GF-REC-00567,BFP148,Plain dosa,bfp_manual,SRC-INDB,BFP148
GF-REC-00568,BFP150,Masala dosa mixed vegetable fillings,bfp_manual,SRC-INDB,BFP150
GF-REC-00569,BFP151,Masala dosa paneer fillings,bfp_manual,SRC-INDB,BFP151
GF-REC-00570,BFP152,Uttapam,bfp_manual,SRC-INDB,BFP152
GF-REC-00571,BFP153,Appam,bfp_manual,SRC-INDB,BFP153
GF-REC-00572,BFP154,Beans and macaroni,bfp_manual,SRC-INDB,BFP154
GF-REC-00573,BFP155,Spaghetti bolognese,bfp_manual,SRC-INDB,BFP155
GF-REC-00574,BFP157,Meat and macaroni casserole,bfp_manual,SRC-INDB,BFP157
GF-REC-00575,BFP158,Spaghetti with meat balls and tomato sauce,bfp_manual,SRC-INDB,BFP158
GF-REC-00576,BFP159,Spaghetti with paneer balls and tomato sauce,bfp_manual,SRC-INDB,BFP159
GF-REC-00577,BFP161,Lasagne with meat sauce,bfp_manual,SRC-INDB,BFP161
GF-REC-00578,BFP162,Lasagne with vegetables,bfp_manual,SRC-INDB,BFP162
GF-REC-00579,BFP163,Green chilli sauce,bfp_manual,SRC-INDB,BFP163
GF-REC-00580,BFP164,Home made plain noodles,bfp_manual,SRC-INDB,BFP164
GF-REC-00581,BFP165,Home made egg noodles,bfp_manual,SRC-INDB,BFP165
GF-REC-00582,BFP166,Dal moong,bfp_manual,SRC-INDB,BFP166
GF-REC-00583,BFP167,Cumin seeds baghar (Jeera baghar/tadka),bfp_manual,SRC-INDB,BFP167
GF-REC-00584,BFP168,Onion tomato baghar (Pyaaz tamatar ka tadka),bfp_manual,SRC-INDB,BFP168
GF-REC-00585,BFP169,Mustard seeds baghar (Mustard seed tadka),bfp_manual,SRC-INDB,BFP169
GF-REC-00586,BFP170,Sour lentils (Khatti dal),bfp_manual,SRC-INDB,BFP170
GF-REC-00587,BFP171,Urad special dehusked,bfp_manual,SRC-INDB,BFP171
GF-REC-00588,BFP172,Arhar with spinach (Arhar dal aur palak),bfp_manual,SRC-INDB,BFP172
GF-REC-00589,BFP174,Moong dal with vadi,bfp_manual,SRC-INDB,BFP174
GF-REC-00590,BFP176,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),bfp_manual,SRC-INDB,BFP176
