food_id,canonical_name,source_id,source_record_id,usage_status,reason
GF-ING-00559,"Broccoli, green, raw",SRC-UKFCT,C500,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00560,"Buckwheat, groats",SRC-UKFCT,A514,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00561,"Butter, salted",SRC-UKFCT,T500,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00562,"Butter, unsalted",SRC-UKFCT,T501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00563,"Cheese, Cheddar, English",SRC-UKFCT,L500,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00564,"Cheese, cottage, plain",SRC-UKFCT,L502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00565,"Cheese, Feta",SRC-UKFCT,L506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00566,"Cheese, Mozzarella, fresh",SRC-UKFCT,L503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00567,"Cheese, processed, plain",SRC-UKFCT,L505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00568,"Cheese, Ricotta",SRC-UKFCT,L511,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00569,"Cherries, glace",SRC-UKFCT,E511,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00570,"Cherries, West Indian, flesh only",SRC-UKFCT,E504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00571,"Chicken, whole, corn-fed, raw, meat and skin, weighed with bone",SRC-UKFCT,N500,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00572,Chilli powder,SRC-UKFCT,G516,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00573,Chilli sauce,SRC-UKFCT,G517,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00574,"Chocolate, plain",SRC-UKFCT,I509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00575,"Cinnamon, ground",SRC-UKFCT,G518,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00576,Cocoa powder,SRC-UKFCT,V501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00577,Coconut milk,SRC-UKFCT,H501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00578,"Coffee, powder, instant",SRC-UKFCT,V502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00579,Cola,SRC-UKFCT,V503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00580,"Couscous, plain, raw",SRC-UKFCT,A502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00581,Cranberries,SRC-UKFCT,E501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00582,Cream of tartar,SRC-UKFCT,U505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00583,"Cream, fresh, single",SRC-UKFCT,L519,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00584,"Cream, fresh, whipping",SRC-UKFCT,L512,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00585,"Curly kale, raw",SRC-UKFCT,D500,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00586,Currants,SRC-UKFCT,E510,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00587,Curry powder,SRC-UKFCT,G520,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00588,Custard powder,SRC-UKFCT,K503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00589,"Dips, sour-cream based, assorted flavours",SRC-UKFCT,X508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00590,"Dressing, French",SRC-UKFCT,X510,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00591,"Dressing, thousand island",SRC-UKFCT,X509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00592,"Drinking chocolate, powder",SRC-UKFCT,V504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00593,"Energy drink, carbonated",SRC-UKFCT,V505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00594,Fennel seeds,SRC-UKFCT,G510,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00595,"Flour, corn",SRC-UKFCT,A503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00596,"Flour, gram",SRC-UKFCT,A504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00597,"Flour, rice",SRC-UKFCT,A505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00598,"Flour, soya",SRC-UKFCT,B503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00599,"Fruit cocktail, canned in juice, whole contents",SRC-UKFCT,E516,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00600,"Fruit cocktail, canned in syrup, whole contents",SRC-UKFCT,V506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00601,"Fruit juice drink/squash, diluted",SRC-UKFCT,V507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00602,"Fruit juice drink/squash, undiluted",SRC-UKFCT,V508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00603,Garam masala,SRC-UKFCT,G523,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00604,Garlic powder,SRC-UKFCT,G524,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00605,Gelatine,SRC-UKFCT,K504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00606,"Ghee, butter",SRC-UKFCT,T506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00607,"Gherkins, pickled, drained",SRC-UKFCT,D505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00608,"Ginger, ground",SRC-UKFCT,G554,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00609,Ham,SRC-UKFCT,O501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00610,"Hazelnuts, kernel only",SRC-UKFCT,H502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00611,Honey,SRC-UKFCT,I507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00612,"Ice cream, dairy, vanilla, soft scoop",SRC-UKFCT,I501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00613,"Jelly, made with water",SRC-UKFCT,W501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00614,"Kiwi fruit, flesh only, raw",SRC-UKFCT,E502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00615,"Lamb, mince, raw",SRC-UKFCT,O502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00616,"Lemons, flesh only, raw, weighed with peel and pips",SRC-UKFCT,E520,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00617,Marmalade,SRC-UKFCT,W502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00618,"Mayonnaise, standard, retail",SRC-UKFCT,L507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00619,Melon seeds,SRC-UKFCT,H500,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00620,"Milk, condensed, whole, sweetened",SRC-UKFCT,L508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00621,"Milk, evaporated, light",SRC-UKFCT,L509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00622,"Milk, skimmed, dried, fortified",SRC-UKFCT,L510,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00623,"Mint sauce, homemade",SRC-UKFCT,X512,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00624,Mixed curry spices,SRC-UKFCT,G515,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00625,"Mixed herbs, dried",SRC-UKFCT,G521,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00626,Mustard powder,SRC-UKFCT,G533,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00627,"Oil, coconut",SRC-UKFCT,T507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00628,"Oil, olive",SRC-UKFCT,T502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00629,"Oil, sesame",SRC-UKFCT,T509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00630,"Oil, sunflower",SRC-UKFCT,T508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00631,"Olives, green, in brine, drained, flesh and skin",SRC-UKFCT,D504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00632,"Orange juice, freshly squeezed",SRC-UKFCT,E518,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00633,"Oregano, dried, ground",SRC-UKFCT,G526,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00634,Paprika,SRC-UKFCT,G545,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00635,"Pasta, white, dried, raw",SRC-UKFCT,A507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00636,"Peaches, canned in syrup, whole contents",SRC-UKFCT,E508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00637,"Peanut butter, smooth",SRC-UKFCT,B504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00638,"Peanuts, dry roasted",SRC-UKFCT,B505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00639,"Pears, canned in juice, whole contents",SRC-UKFCT,E509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00640,"Pepper, white",SRC-UKFCT,G527,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00641,"Pickle, sweet",SRC-UKFCT,D506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00642,"Pineapple juice, unsweetened",SRC-UKFCT,V509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00643,"Pizza base, raw",SRC-UKFCT,X513,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00644,"Porridge oats, unfortified",SRC-UKFCT,A508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00645,Pumpkin seeds,SRC-UKFCT,H518,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00646,"Redcurrants, raw",SRC-UKFCT,E505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00647,"Rosemary, dried",SRC-UKFCT,G525,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00648,Saffron,SRC-UKFCT,G529,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00649,"Sago, raw",SRC-UKFCT,I508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00650,Salami,SRC-UKFCT,O503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00651,Salt,SRC-UKFCT,G528,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00652,"Sauces, Indian cook in, other",SRC-UKFCT,X500,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00653,"Sausages, premium, raw",SRC-UKFCT,O504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00654,Sesame seeds,SRC-UKFCT,G513,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00655,"Shallots, raw",SRC-UKFCT,G546,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00656,"Soy sauce, light and dark varieties",SRC-UKFCT,X501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00657,"Spirits, 40% volume",SRC-UKFCT,K502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00658,"Spring onions, bulbs and tops, raw",SRC-UKFCT,G547,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00659,"Spring onions, bulbs only, raw",SRC-UKFCT,G501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00660,"Stock cubes, chicken",SRC-UKFCT,K506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00661,"Stock cubes, vegetable",SRC-UKFCT,K507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00662,"Sugar, brown",SRC-UKFCT,I503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00663,"Sugar, icing",SRC-UKFCT,I504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00664,"Sugar, white",SRC-UKFCT,I502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00665,Sultanas,SRC-UKFCT,E506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00666,"Sweetcorn, kernels, raw",SRC-UKFCT,D503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00667,"Syrup, corn, dark",SRC-UKFCT,I505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00668,"Tea, black, infusion, average",SRC-UKFCT,V510,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00669,"Tea, green, infusion",SRC-UKFCT,V511,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00670,"Thyme, dried, ground",SRC-UKFCT,G531,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00671,"Tofu, soya bean, steamed",SRC-UKFCT,B506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00672,Tomato ketchup,SRC-UKFCT,X503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00673,Tomato puree,SRC-UKFCT,X504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00674,"Tomato sauce, homemade",SRC-UKFCT,X505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00675,"Tomatoes, cherry, raw",SRC-UKFCT,D502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00676,"Turnip, flesh only, raw",SRC-UKFCT,F501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00677,Vinegar,SRC-UKFCT,G532,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00678,"Wafers, plain ice cream wafers, not filled",SRC-UKFCT,U509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00679,"Water, distilled",SRC-UKFCT,K505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00680,"Watercress, raw",SRC-UKFCT,C502,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00681,"White sauce, savoury, made with whole milk, homemade",SRC-UKFCT,X506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00682,Worcestershire sauce,SRC-UKFCT,X507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00683,Yeast extract,SRC-UKFCT,G534,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00684,"Yogurt, whole milk, plain",SRC-UKFCT,L520,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00685,AJWAIN SEED WHOLE ORGANIC SPICES,SRC-USDA-FCT,G536,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00686,"ALMOND FLOUR, ALMOND",SRC-USDA-FCT,A513,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00687,ALMOND MILK,SRC-USDA-FCT,H507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00688,BALSAMIC VINEGAR,SRC-USDA-FCT,G539,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00689,BLACK BEANS,SRC-USDA-FCT,B507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00690,BLACK RICE,SRC-USDA-FCT,A509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00691,"CAJUN SEASONING, CAJUN",SRC-USDA-FCT,X517,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00692,"Candies, gum drops, no sugar or low calorie (sorbitol)",SRC-USDA-FCT,I510,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00693,"Capers, canned",SRC-USDA-FCT,G542,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00694,"Cheese spread, cream cheese, regular",SRC-USDA-FCT,L501,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00695,"Cheese, cream, low fat",SRC-USDA-FCT,L518,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00696,"Cheese, provolone",SRC-USDA-FCT,L513,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00697,Chia seeds,SRC-USDA-FCT,H506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00698,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",SRC-USDA-FCT,B509,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00699,CRACKED WHEAT,SRC-USDA-FCT,A510,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00700,"Cream, fluid, light (coffee cream or table cream)",SRC-USDA-FCT,L515,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00701,CREAMED CORN,SRC-USDA-FCT,X518,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00702,"DIJON MUSTARD, DIJON",SRC-USDA-FCT,X515,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00703,DRIED MANGO,SRC-USDA-FCT,E514,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00704,"GINGER JUICE, GINGER",SRC-USDA-FCT,G548,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00705,"Gooseberries, raw",SRC-USDA-FCT,E515,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00706,HIMALAYAN BLACK SALT,SRC-USDA-FCT,G540,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00707,HOT DOG BUNS,SRC-USDA-FCT,U506,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00708,JAM,SRC-USDA-FCT,W504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00709,"Lemon grass (citronella), raw",SRC-USDA-FCT,G551,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00710,"Lemon peel, raw",SRC-USDA-FCT,G550,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00711,MARGARINE,SRC-USDA-FCT,T504,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00712,"Milk, buttermilk, fluid, whole",SRC-USDA-FCT,L521,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00713,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",SRC-USDA-FCT,L516,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00714,"MIXED NUTS CASHEWS, ALMONDS, HAZELNUTS, PISTACHIOS, PECANS, MIXED NUTS",SRC-USDA-FCT,H505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00715,MSG MONOSODIUM GLUTAMATE,SRC-USDA-FCT,G541,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00716,MUSTARD SAUCE,SRC-USDA-FCT,X514,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00717,"Nuts, coconut water (liquid from coconuts)",SRC-USDA-FCT,H508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00718,"Oil, mustard",SRC-USDA-FCT,T510,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00719,"Orange peel, raw",SRC-USDA-FCT,G552,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00720,"Peppers, jalapeno, raw",SRC-USDA-FCT,G549,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00721,PITTED BLACK OLIVES,SRC-USDA-FCT,D507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00722,"Raspberries, raw",SRC-USDA-FCT,E513,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00723,RICE VINEGAR,SRC-USDA-FCT,G543,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00724,ROASTED CHICKPEAS,SRC-USDA-FCT,B511,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00725,"Seeds, lotus seeds, dried",SRC-USDA-FCT,H503,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00726,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",SRC-USDA-FCT,G535,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00727,"Sour cream, regular",SRC-USDA-FCT,L514,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00728,"Soybeans, mature seeds, raw",SRC-USDA-FCT,B508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00729,"Spices, onion powder",SRC-USDA-FCT,G555,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00730,STAR ANISE,SRC-USDA-FCT,G537,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00731,STRAWBERRY JAM,SRC-USDA-FCT,W505,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00732,"SWEET SUNNAH, WHOLE BLACK SEEDS NIGELLA SATIVA",SRC-USDA-FCT,A512,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00733,"TUTTI FRUTTI GUMBALLS, TUTTI FRUTTI",SRC-USDA-FCT,I511,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00734,Vanilla extract,SRC-USDA-FCT,G544,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00735,"Vinegar, distilled",SRC-USDA-FCT,G538,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00736,"Whey, acid, fluid",SRC-USDA-FCT,L517,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00737,WHITE HAMBURGER BUNS,SRC-USDA-FCT,U507,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-ING-00738,WHOLE WHEAT HAMBURGER BUNS,SRC-USDA-FCT,U508,usable_source_value,Secondary international source used where INDB did not have an IFCT ingredient record.
GF-REC-00001,Hot tea (Garam Chai),SRC-INDB,ASC001,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00002,Instant coffee,SRC-INDB,ASC002,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00003,Espreso coffee,SRC-INDB,ASC003,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00004,Iced tea,SRC-INDB,ASC004,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00005,Raw mango drink (Aam panna),SRC-INDB,ASC005,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00006,Fruit Punch (with fresh juices),SRC-INDB,ASC006,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00007,Fruit Punch (with squashes),SRC-INDB,ASC007,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00008,Lemonade,SRC-INDB,ASC008,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00009,Lem-o-gin,SRC-INDB,ASC009,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00010,Cumin infused water (Jeere/Zeere ka pani),SRC-INDB,ASC010,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00011,Coco pine cooler,SRC-INDB,ASC011,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00012,Summer cooler,SRC-INDB,ASC012,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00013,Hot cocoa,SRC-INDB,ASC014,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00014,Cold coffee with ice cream,SRC-INDB,ASC015,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00015,Banana milkshake (Kele milkshake),SRC-INDB,ASC016,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00016,Mango milkshake (Aam milkshake),SRC-INDB,ASC017,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00017,Pineapple milkshake (Ananas milkshake),SRC-INDB,ASC018,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00018,Orange milkshake (Narangi milkshake),SRC-INDB,ASC019,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00019,Egg nog,SRC-INDB,ASC020,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00020,Sweet Lassi (Meethi lassi),SRC-INDB,ASC021,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00021,Lassi (salted),SRC-INDB,ASC022,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00022,Cheese and chilli sandwich ,SRC-INDB,ASC023,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00023,Egg sandwich (Ande ka sandwich),SRC-INDB,ASC024,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00024,Cucumber sandwich (Kheere ka sandwich),SRC-INDB,ASC025,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
GF-REC-00025,Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),SRC-INDB,ASC026,usable_source_value,Recipe nutrition comes from INDB; retain serving provenance.
