food_id,portion_name,portion_value,portion_unit,source_serving_value,source_serving_unit,source_id,source_record_id
GF-ING-00184,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E023
GF-ING-00185,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E024
GF-ING-00186,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E025
GF-ING-00187,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E026
GF-ING-00188,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E027
GF-ING-00189,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E028
GF-ING-00190,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E029
GF-ING-00191,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E030
GF-ING-00192,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E031
GF-ING-00193,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E032
GF-ING-00194,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E033
GF-ING-00195,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E034
GF-ING-00196,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E035
GF-ING-00197,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E036
GF-ING-00198,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E037
GF-ING-00199,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E038
GF-ING-00200,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E039
GF-ING-00201,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E040
GF-ING-00202,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E041
GF-ING-00203,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E042
GF-ING-00204,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E043
GF-ING-00205,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E044
GF-ING-00206,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E045
GF-ING-00207,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E046
GF-ING-00208,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E047
GF-ING-00209,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E048
GF-ING-00210,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E049
GF-ING-00211,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E050
GF-ING-00212,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E051
GF-ING-00213,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E052
GF-ING-00214,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E053
GF-ING-00215,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E054
GF-ING-00216,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E055
GF-ING-00217,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E056
GF-ING-00218,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E057
GF-ING-00219,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E058
GF-ING-00220,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E059
GF-ING-00221,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E060
GF-ING-00222,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E061
GF-ING-00223,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E062
GF-ING-00224,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E063
GF-ING-00225,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E064
GF-ING-00226,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E065
GF-ING-00227,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E066
GF-ING-00228,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E067
GF-ING-00229,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,E068
GF-ING-00230,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F001
GF-ING-00231,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F002
GF-ING-00232,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F003
GF-ING-00233,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F004
GF-ING-00234,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F005
GF-ING-00235,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F006
GF-ING-00236,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F007
GF-ING-00237,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F008
GF-ING-00238,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F009
GF-ING-00239,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F010
GF-ING-00240,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F011
GF-ING-00241,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F012
GF-ING-00242,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F013
GF-ING-00243,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F014
GF-ING-00244,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F015
GF-ING-00245,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F016
GF-ING-00246,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F017
GF-ING-00247,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F018
GF-ING-00248,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,F019
GF-ING-00249,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G001
GF-ING-00250,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G002
GF-ING-00251,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G003
GF-ING-00252,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G004
GF-ING-00253,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G005
GF-ING-00254,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G006
GF-ING-00255,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G007
GF-ING-00256,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G008
GF-ING-00257,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G009
GF-ING-00258,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G010
GF-ING-00259,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G011
GF-ING-00260,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G012
GF-ING-00261,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G013
GF-ING-00262,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G014
GF-ING-00263,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G015
GF-ING-00264,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G016
GF-ING-00265,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G017
GF-ING-00266,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G018
GF-ING-00267,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G019
GF-ING-00268,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G020
GF-ING-00269,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G021
GF-ING-00270,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G022
GF-ING-00271,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G023
GF-ING-00272,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G024
GF-ING-00273,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G025
GF-ING-00274,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G026
GF-ING-00275,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G027
GF-ING-00276,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G028
GF-ING-00277,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G029
GF-ING-00278,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G030
GF-ING-00279,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G031
GF-ING-00280,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G032
GF-ING-00281,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,G033
GF-ING-00282,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H001
GF-ING-00283,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H002
GF-ING-00284,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H003
GF-ING-00285,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H004
GF-ING-00286,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H005
GF-ING-00287,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H006
GF-ING-00288,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H007
GF-ING-00289,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H008
GF-ING-00290,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H009
GF-ING-00291,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H010
GF-ING-00292,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H011
GF-ING-00293,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H012
GF-ING-00294,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H013
GF-ING-00295,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H014
GF-ING-00296,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H015
GF-ING-00297,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H016
GF-ING-00298,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H017
GF-ING-00299,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H018
GF-ING-00300,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H019
GF-ING-00301,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H020
GF-ING-00302,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,H021
GF-ING-00303,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,I001
GF-ING-00304,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,I002
GF-ING-00305,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,J001
GF-ING-00306,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,J002
GF-ING-00307,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,J003
GF-ING-00308,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,J004
GF-ING-00309,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,K001
GF-ING-00310,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,K002
GF-ING-00311,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,L001
GF-ING-00312,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,L002
GF-ING-00313,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,L003
GF-ING-00314,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,L004
GF-ING-00315,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M001
GF-ING-00316,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M002
GF-ING-00317,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M003
GF-ING-00318,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M004
GF-ING-00319,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M005
GF-ING-00320,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M006
GF-ING-00321,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M007
GF-ING-00322,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M008
GF-ING-00323,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M009
GF-ING-00324,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M010
GF-ING-00325,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M011
GF-ING-00326,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M012
GF-ING-00327,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M013
GF-ING-00328,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M014
GF-ING-00329,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,M015
GF-ING-00330,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N001
GF-ING-00331,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N002
GF-ING-00332,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N003
GF-ING-00333,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N004
GF-ING-00334,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N005
GF-ING-00335,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N006
GF-ING-00336,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N007
GF-ING-00337,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N008
GF-ING-00338,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N009
GF-ING-00339,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N010
GF-ING-00340,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N011
GF-ING-00341,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N012
GF-ING-00342,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N013
GF-ING-00343,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N014
GF-ING-00344,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N015
GF-ING-00345,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N016
GF-ING-00346,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N017
GF-ING-00347,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N018
GF-ING-00348,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,N019
GF-ING-00349,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O001
GF-ING-00350,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O002
GF-ING-00351,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O003
GF-ING-00352,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O004
GF-ING-00353,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O005
GF-ING-00354,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O006
GF-ING-00355,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O007
GF-ING-00356,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O008
GF-ING-00357,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O009
GF-ING-00358,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O010
GF-ING-00359,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O011
GF-ING-00360,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O012
GF-ING-00361,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O013
GF-ING-00362,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O014
GF-ING-00363,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O015
GF-ING-00364,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O016
GF-ING-00365,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O017
GF-ING-00366,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O018
GF-ING-00367,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O019
GF-ING-00368,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O020
GF-ING-00369,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O021
GF-ING-00370,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O022
GF-ING-00371,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O023
GF-ING-00372,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O024
GF-ING-00373,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O025
GF-ING-00374,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O026
GF-ING-00375,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O027
GF-ING-00376,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O028
GF-ING-00377,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O029
GF-ING-00378,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O030
GF-ING-00379,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O031
GF-ING-00380,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O032
GF-ING-00381,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O033
GF-ING-00382,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O034
GF-ING-00383,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O035
GF-ING-00384,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O036
GF-ING-00385,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O037
GF-ING-00386,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O038
GF-ING-00387,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O039
GF-ING-00388,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O040
GF-ING-00389,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O041
GF-ING-00390,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O042
GF-ING-00391,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O043
GF-ING-00392,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O044
GF-ING-00393,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O045
GF-ING-00394,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O046
GF-ING-00395,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O047
GF-ING-00396,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O048
GF-ING-00397,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O049
GF-ING-00398,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O050
GF-ING-00399,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O051
GF-ING-00400,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O052
GF-ING-00401,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O053
GF-ING-00402,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O054
GF-ING-00403,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O055
GF-ING-00404,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O056
GF-ING-00405,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O057
GF-ING-00406,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O058
GF-ING-00407,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O059
GF-ING-00408,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O060
GF-ING-00409,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O061
GF-ING-00410,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O062
GF-ING-00411,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,O063
GF-ING-00412,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P001
GF-ING-00413,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P002
GF-ING-00414,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P003
GF-ING-00415,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P004
GF-ING-00416,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P005
GF-ING-00417,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P006
GF-ING-00418,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P007
GF-ING-00419,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P008
GF-ING-00420,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P009
GF-ING-00421,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P010
GF-ING-00422,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P011
GF-ING-00423,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P012
GF-ING-00424,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P013
GF-ING-00425,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P014
GF-ING-00426,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P015
GF-ING-00427,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P016
GF-ING-00428,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P017
GF-ING-00429,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P018
GF-ING-00430,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P019
GF-ING-00431,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P020
GF-ING-00432,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P021
GF-ING-00433,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P022
GF-ING-00434,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P023
GF-ING-00435,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P024
GF-ING-00436,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P025
GF-ING-00437,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P026
GF-ING-00438,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P027
GF-ING-00439,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P028
GF-ING-00440,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P029
GF-ING-00441,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P030
GF-ING-00442,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P031
GF-ING-00443,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P032
GF-ING-00444,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P033
GF-ING-00445,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P034
GF-ING-00446,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P035
GF-ING-00447,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P036
GF-ING-00448,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P037
GF-ING-00449,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P038
GF-ING-00450,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P039
GF-ING-00451,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P040
GF-ING-00452,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P041
GF-ING-00453,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P042
GF-ING-00454,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P043
GF-ING-00455,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P044
GF-ING-00456,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P045
GF-ING-00457,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P046
GF-ING-00458,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P047
GF-ING-00459,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P048
GF-ING-00460,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P049
GF-ING-00461,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P050
GF-ING-00462,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P051
GF-ING-00463,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P052
GF-ING-00464,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P053
GF-ING-00465,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P054
GF-ING-00466,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P055
GF-ING-00467,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P056
GF-ING-00468,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P057
GF-ING-00469,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P058
GF-ING-00470,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P059
GF-ING-00471,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P060
GF-ING-00472,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P061
GF-ING-00473,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P062
GF-ING-00474,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P063
GF-ING-00475,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P064
GF-ING-00476,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P065
GF-ING-00477,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P066
GF-ING-00478,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P067
GF-ING-00479,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P068
GF-ING-00480,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P069
GF-ING-00481,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P070
GF-ING-00482,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P071
GF-ING-00483,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P072
GF-ING-00484,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P073
GF-ING-00485,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P074
GF-ING-00486,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P075
GF-ING-00487,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P076
GF-ING-00488,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P077
GF-ING-00489,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P078
GF-ING-00490,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P079
GF-ING-00491,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P080
GF-ING-00492,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P081
GF-ING-00493,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P082
GF-ING-00494,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P083
GF-ING-00495,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P084
GF-ING-00496,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P085
GF-ING-00497,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P086
GF-ING-00498,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P087
GF-ING-00499,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P088
GF-ING-00500,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P089
GF-ING-00501,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P090
GF-ING-00502,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P091
GF-ING-00503,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,P092
GF-ING-00504,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,Q001
GF-ING-00505,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,Q002
GF-ING-00506,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,Q003
GF-ING-00507,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,Q004
GF-ING-00508,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,Q005
GF-ING-00509,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,Q006
GF-ING-00510,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,Q007
GF-ING-00511,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,Q008
GF-ING-00512,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,R001
GF-ING-00513,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,R002
GF-ING-00514,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,R003
GF-ING-00515,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,R004
