food_id,portion_name,portion_value,portion_unit,source_serving_value,source_serving_unit,source_id,source_record_id
GF-ING-00516,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,R005
GF-ING-00517,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,R006
GF-ING-00518,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,R007
GF-ING-00420,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S001
GF-ING-00519,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S002
GF-ING-00520,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S003
GF-ING-00521,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S004
GF-ING-00522,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S005
GF-ING-00523,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S006
GF-ING-00504,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S007
GF-ING-00524,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S008
GF-ING-00525,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S009
GF-ING-00526,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,S010
GF-ING-00527,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T001
GF-ING-00528,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T002
GF-ING-00529,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T003
GF-ING-00530,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T004
GF-ING-00531,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T005
GF-ING-00532,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T006
GF-ING-00533,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T007
GF-ING-00534,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T008
GF-ING-00535,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T009
GF-ING-00536,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T010
GF-ING-00537,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T011
GF-ING-00538,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T012
GF-ING-00539,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T013
GF-ING-00540,100 g analytical basis,100.0,g,100,g,SRC-IFCT2017,T014
